"","id","symbol","seqnames","strand","TSS","CAGE_representative_TSS","type"
"701","ENSG00000106546","AHR","chr7","+",17338246,17338276,"protein_coding"
"702","ENSG00000196132","MYT1","chr20","+",62783144,62795805,"protein_coding"
"703","ENSG00000111596","CNOT2","chr12","+",70636774,70637213,"protein_coding"
"704","ENSG00000138802","SEC24B","chr4","+",110354928,110354982,"protein_coding"
"705","ENSG00000050438","SLC4A8","chr12","+",51785101,51818615,"protein_coding"
"706","ENSG00000196628","TCF4","chr18","-",53332018,53255423,"protein_coding"
"707","ENSG00000126561","STAT5A","chr17","+",40439565,40440516,"protein_coding"
"708","ENSG00000151612","ZNF827","chr4","-",146859787,146859975,"protein_coding"
"709","ENSG00000107937","GTPBP4","chr10","+",1033959,1034402,"protein_coding"
"710","ENSG00000106976","DNM1","chr9","+",130965658,130965658,"protein_coding"
"711","ENSG00000134900","TPP2","chr13","+",103249353,103249355,"protein_coding"
"712","ENSG00000142864","SERBP1","chr1","-",67896098,67896085,"protein_coding"
"713","ENSG00000204842","ATXN2","chr12","-",112037480,112037097,"protein_coding"
"714","ENSG00000008083","JARID2","chr6","+",15246527,15246302,"protein_coding"
"715","ENSG00000068654","POLR1A","chr2","-",86333278,86332998,"protein_coding"
"716","ENSG00000136828","RALGPS1","chr9","+",129677053,129677061,"protein_coding"
"717","ENSG00000067369","TP53BP1","chr15","-",43802926,43785353,"protein_coding"
"718","ENSG00000021645","NRXN3","chr14","+",78636716,78636716,"protein_coding"
"719","ENSG00000067141","NEO1","chr15","+",73344051,73344834,"protein_coding"
"720","ENSG00000184613","NELL2","chr12","-",45315631,45270098,"protein_coding"
"721","ENSG00000171914","TLN2","chr15","+",62682725,62682749,"protein_coding"
"722","ENSG00000162775","RBM15","chr1","+",110881128,110882047,"protein_coding"
"723","ENSG00000121892","PDS5A","chr4","-",39979576,39979531,"protein_coding"
"724","ENSG00000204406","MBD5","chr2","+",148778580,148778664,"protein_coding"
"725","ENSG00000095139","ARCN1","chr11","+",118443105,118443124,"protein_coding"
"726","ENSG00000105357","MYH14","chr19","+",50691443,50706891,"protein_coding"
"727","ENSG00000124920","MYRF","chr11","+",61520114,61520108,"protein_coding"
"728","ENSG00000165359","DDX26B","chrX","+",134654584,134654585,"protein_coding"
"729","ENSG00000105323","HNRNPUL1","chr19","+",41768401,41770327,"protein_coding"
"730","ENSG00000196961","AP2A1","chr19","+",50270225,50270269,"protein_coding"
"731","ENSG00000158290","CUL4B","chrX","-",119709649,119694817,"protein_coding"
"732","ENSG00000137216","TMEM63B","chr6","+",44094651,44095291,"protein_coding"
"733","ENSG00000137845","ADAM10","chr15","-",59042177,59041906,"protein_coding"
"734","ENSG00000131725","WDR44","chrX","+",117480036,117480100,"protein_coding"
"735","ENSG00000142611","PRDM16","chr1","+",2985732,2985767,"protein_coding"
"736","ENSG00000019995","ZRANB1","chr10","+",126630692,126630692,"protein_coding"
"737","ENSG00000251322","SHANK3","chr22","+",51112843,51113320,"protein_coding"
"738","ENSG00000170145","SIK2","chr11","+",111473115,111473177,"protein_coding"
"739","ENSG00000113161","HMGCR","chr5","+",74632154,74633046,"protein_coding"
"740","ENSG00000182973","CNOT10","chr3","+",32726637,32726814,"protein_coding"
"741","ENSG00000169554","ZEB2","chr2","-",145282150,145277686,"protein_coding"
"742","ENSG00000062485","CS","chr12","-",56694176,56694114,"protein_coding"
"743","ENSG00000073712","FERMT2","chr14","-",53419153,53417768,"protein_coding"
"744","ENSG00000170873","MTSS1","chr8","-",125740670,125740652,"protein_coding"
"745","ENSG00000126583","PRKCG","chr19","+",54382444,54385453,"protein_coding"
"746","ENSG00000217128","FNIP1","chr5","-",131132756,131132710,"protein_coding"
"747","ENSG00000015479","MATR3","chr5","+",138629337,138629432,"protein_coding"
"748","ENSG00000116688","MFN2","chr1","+",12040238,12040503,"protein_coding"
"749","ENSG00000168036","CTNNB1","chr3","+",41236328,41240996,"protein_coding"
"750","ENSG00000077522","ACTN2","chr1","+",236849754,236849799,"protein_coding"
"751","ENSG00000108840","HDAC5","chr17","-",42201070,42201006,"protein_coding"
"752","ENSG00000108506","INTS2","chr17","-",60005377,60005343,"protein_coding"
"753","ENSG00000114742","WDR48","chr3","+",39093489,39093507,"protein_coding"
"754","ENSG00000116678","LEPR","chr1","+",65886335,65991334,"protein_coding"
"755","ENSG00000132128","LRRC41","chr1","-",46769280,46768949,"protein_coding"
"756","ENSG00000124406","ATP8A1","chr4","-",42659122,42659110,"protein_coding"
"757","ENSG00000100784","RPS6KA5","chr14","-",91526980,91526980,"protein_coding"
"758","ENSG00000153560","UBP1","chr3","-",33482863,33481870,"protein_coding"
"759","ENSG00000017260","ATP2C1","chr3","+",130569439,130613049,"protein_coding"
"760","ENSG00000161638","ITGA5","chr12","-",54813244,54813004,"protein_coding"
"761","ENSG00000168710","AHCYL1","chr1","+",110527308,110527387,"protein_coding"
"762","ENSG00000141456","PELP1","chr17","-",4607632,4607432,"protein_coding"
"763","ENSG00000075240","GRAMD4","chr22","+",46971909,46972994,"protein_coding"
"764","ENSG00000072195","SPEG","chr2","+",220299568,220306765,"protein_coding"
"765","ENSG00000136928","GABBR2","chr9","-",101471479,101471217,"protein_coding"
"766","ENSG00000116754","SRSF11","chr1","+",70671365,70671407,"protein_coding"
"767","ENSG00000133884","DPF2","chr11","+",65101225,65101338,"protein_coding"
"768","ENSG00000115380","EFEMP1","chr2","-",56151274,56150917,"protein_coding"
"769","ENSG00000115207","GTF3C2","chr2","-",27579901,27579631,"protein_coding"
"770","ENSG00000089094","KDM2B","chr12","-",122018920,122018151,"protein_coding"
"771","ENSG00000100722","ZC3H14","chr14","+",89029253,89029407,"protein_coding"
"772","ENSG00000125450","NUP85","chr17","+",73201754,73201774,"protein_coding"
"773","ENSG00000165119","HNRNPK","chr9","-",86595531,86595123,"protein_coding"
"774","ENSG00000149428","HYOU1","chr11","-",118927913,118927845,"protein_coding"
"775","ENSG00000159579","RSPRY1","chr16","+",57220049,57220245,"protein_coding"
"776","ENSG00000132155","RAF1","chr3","-",12705725,12705616,"protein_coding"
"777","ENSG00000088305","DNMT3B","chr20","+",31350191,31350191,"protein_coding"
"778","ENSG00000080298","RFX3","chr9","-",3526004,3525992,"protein_coding"
"779","ENSG00000156030","ELMSAN1","chr14","-",74256988,74226980,"protein_coding"
"780","ENSG00000129245","FXR2","chr17","-",7518189,7518215,"protein_coding"
"781","ENSG00000117298","ECE1","chr1","-",21671997,21671997,"protein_coding"
"782","ENSG00000135387","CAPRIN1","chr11","+",34073230,34073239,"protein_coding"
"783","ENSG00000129083","COPB1","chr11","-",14521573,14521390,"protein_coding"
"784","ENSG00000095627","TDRD1","chr10","+",115939029,115939048,"protein_coding"
"785","ENSG00000055208","TAB2","chr6","+",149539777,149539777,"protein_coding"
"786","ENSG00000157216","SSBP3","chr1","-",54879152,54872067,"protein_coding"
"787","ENSG00000164692","COL1A2","chr7","+",94023873,94024207,"protein_coding"
"788","ENSG00000141298","SSH2","chr17","-",28257294,28257246,"protein_coding"
"789","ENSG00000066468","FGFR2","chr10","-",123357972,123357945,"protein_coding"
"790","ENSG00000114861","FOXP1","chr3","-",71633140,71114075,"protein_coding"
"791","ENSG00000038427","VCAN","chr5","+",82767284,82767563,"protein_coding"
"792","ENSG00000115504","EHBP1","chr2","+",62900986,62932874,"protein_coding"
"793","ENSG00000149970","CNKSR2","chrX","+",21392536,21392536,"protein_coding"
"794","ENSG00000182979","MTA1","chr14","+",105886157,105886164,"protein_coding"
"795","ENSG00000108671","PSMD11","chr17","+",30771279,30771528,"protein_coding"
"796","ENSG00000108175","ZMIZ1","chr10","+",80828792,80828723,"protein_coding"
"797","ENSG00000185532","PRKG1","chr10","+",52751118,52834247,"protein_coding"
"798","ENSG00000171681","ATF7IP","chr12","+",14518566,14518616,"protein_coding"
"799","ENSG00000085978","ATG16L1","chr2","+",234118697,234160319,"protein_coding"
"800","ENSG00000119487","MAPKAP1","chr9","-",128469513,128469487,"protein_coding"
"801","ENSG00000120071","KANSL1","chr17","-",44302740,44270745,"protein_coding"
"802","ENSG00000132716","DCAF8","chr1","-",160232321,160232241,"protein_coding"
"803","ENSG00000036549","ZZZ3","chr1","-",78149104,78149083,"protein_coding"
"804","ENSG00000168259","DNAJC7","chr17","-",40173394,40169453,"protein_coding"
"805","ENSG00000052841","TTC17","chr11","+",43380482,43380494,"protein_coding"
"806","ENSG00000136231","IGF2BP3","chr7","-",23510086,23510026,"protein_coding"
"807","ENSG00000101974","ATP11C","chrX","-",139027435,139015186,"protein_coding"
"808","ENSG00000152409","JMY","chr5","+",78532012,78531954,"protein_coding"
"809","ENSG00000003402","CFLAR","chr2","+",201980827,201980904,"protein_coding"
"810","ENSG00000149256","TENM4","chr11","-",79151992,79151829,"protein_coding"
"811","ENSG00000092098","RNF31","chr14","+",24615892,24616709,"protein_coding"
"812","ENSG00000066032","CTNNA2","chr2","+",79412357,79740177,"protein_coding"
"813","ENSG00000129933","MAU2","chr19","+",19431490,19431654,"protein_coding"
"814","ENSG00000169118","CSNK1G1","chr15","-",64648458,64648310,"protein_coding"
"815","ENSG00000136040","PLXNC1","chr12","+",94542499,94542468,"protein_coding"
"816","ENSG00000088247","KHSRP","chr19","-",6424805,6424822,"protein_coding"
"817","ENSG00000135392","DNAJC14","chr12","-",56224608,56223335,"protein_coding"
"818","ENSG00000107758","PPP3CB","chr10","-",75255782,75255774,"protein_coding"
"819","ENSG00000132361","CLUH","chr17","-",2615957,2615049,"protein_coding"
"820","ENSG00000196730","DAPK1","chr9","+",90112143,90112787,"protein_coding"
"821","ENSG00000095203","EPB41L4B","chr9","-",112083244,112083327,"protein_coding"
"822","ENSG00000196365","LONP1","chr19","-",5720583,5720157,"protein_coding"
"823","ENSG00000077150","NFKB2","chr10","+",104153867,104155462,"protein_coding"
"824","ENSG00000105287","PRKD2","chr19","-",47220384,47220371,"protein_coding"
"825","ENSG00000117528","ABCD3","chr1","+",94884011,94883948,"protein_coding"
"826","ENSG00000007402","CACNA2D2","chr3","-",50541675,50541065,"protein_coding"
"827","ENSG00000149136","SSRP1","chr11","-",57103351,57103342,"protein_coding"
"828","ENSG00000070756","PABPC1","chr8","-",101735037,101734315,"protein_coding"
"829","ENSG00000184708","EIF4ENIF1","chr22","-",31892094,31885828,"protein_coding"
"830","ENSG00000166963","MAP1A","chr15","+",43803156,43809826,"protein_coding"
"831","ENSG00000184922","FMNL1","chr17","+",43298811,43299254,"protein_coding"
"832","ENSG00000160633","SAFB","chr19","+",5623046,5623142,"protein_coding"
"833","ENSG00000139218","SCAF11","chr12","-",46385903,46384347,"protein_coding"
"834","ENSG00000127946","HIP1","chr7","-",75368280,75368259,"protein_coding"
"835","ENSG00000181827","RFX7","chr15","-",56535464,56535978,"protein_coding"
"836","ENSG00000162923","WDR26","chr1","-",224624735,224622496,"protein_coding"
"837","ENSG00000105738","SIPA1L3","chr19","+",38397868,38397848,"protein_coding"
"838","ENSG00000135365","PHF21A","chr11","-",46142729,46143005,"protein_coding"
"839","ENSG00000126261","UBA2","chr19","+",34919257,34919297,"protein_coding"
"840","ENSG00000163946","FAM208A","chr3","-",56717265,56717293,"protein_coding"
"841","ENSG00000066084","DIP2B","chr12","+",50898768,50898772,"protein_coding"
"842","ENSG00000006125","AP2B1","chr17","+",33905065,33914341,"protein_coding"
"843","ENSG00000118503","TNFAIP3","chr6","+",138188325,138188396,"protein_coding"
"844","ENSG00000166233","ARIH1","chr15","+",72766667,72766671,"protein_coding"
"845","ENSG00000111783","RFX4","chr12","+",106976685,106976782,"protein_coding"
"846","ENSG00000109819","PPARGC1A","chr4","-",23905712,23891670,"protein_coding"
"847","ENSG00000155629","PIK3AP1","chr10","-",98480271,98480271,"protein_coding"
"848","ENSG00000111249","CUX2","chr12","+",111471828,111471969,"protein_coding"
"849","ENSG00000008300","CELSR3","chr3","-",48700348,48700319,"protein_coding"
"850","ENSG00000077147","TM9SF3","chr10","-",98347209,98346769,"protein_coding"
"851","ENSG00000136848","DAB2IP","chr9","+",124329336,124413919,"protein_coding"
"852","ENSG00000118473","SGIP1","chr1","+",66999066,66999836,"protein_coding"
"853","ENSG00000101266","CSNK2A1","chr20","-",524465,524434,"protein_coding"
"854","ENSG00000147854","UHRF2","chr9","+",6413151,6413205,"protein_coding"
"855","ENSG00000102174","PHEX","chrX","+",22050559,22050443,"protein_coding"
"856","ENSG00000133401","PDZD2","chr5","+",31639517,31639248,"protein_coding"
"857","ENSG00000136875","PRPF4","chr9","+",116037623,116037938,"protein_coding"
"858","ENSG00000116544","DLGAP3","chr1","-",35395186,35395231,"protein_coding"
"859","ENSG00000064042","LIMCH1","chr4","+",41361624,41362824,"protein_coding"
"860","ENSG00000105705","SUGP1","chr19","-",19431653,19431318,"protein_coding"
"861","ENSG00000031081","ARHGAP31","chr3","+",119013220,119013230,"protein_coding"
"862","ENSG00000165240","ATP7A","chrX","+",77166153,77166190,"protein_coding"
"863","ENSG00000100603","SNW1","chr14","-",78227550,78227499,"protein_coding"
"864","ENSG00000047644","WWC3","chrX","+",9983602,9983295,"protein_coding"
"865","ENSG00000007168","PAFAH1B1","chr17","+",2496504,2496948,"protein_coding"
"866","ENSG00000000971","CFH","chr1","+",196621008,196621174,"protein_coding"
"867","ENSG00000156697","UTP14A","chrX","+",129040097,129040141,"protein_coding"
"868","ENSG00000156983","BRPF1","chr3","+",9773413,9773419,"protein_coding"
"869","ENSG00000122515","ZMIZ2","chr7","+",44788180,44788446,"protein_coding"
"870","ENSG00000144802","NFKBIZ","chr3","+",101546835,101568358,"protein_coding"
"871","ENSG00000151276","MAGI1","chr3","-",66024509,66024517,"protein_coding"
"872","ENSG00000161960","EIF4A1","chr17","+",7476024,7476144,"protein_coding"
"873","ENSG00000058335","RASGRF1","chr15","-",79383115,79383113,"protein_coding"
"874","ENSG00000166477","LEO1","chr15","-",52264003,52263971,"protein_coding"
"875","ENSG00000124496","TRERF1","chr6","-",42419789,42419561,"protein_coding"
"876","ENSG00000214575","CPEB1","chr15","-",83317612,83240816,"protein_coding"
"877","ENSG00000125730","C3","chr19","-",6730573,6720661,"protein_coding"
"878","ENSG00000117020","AKT3","chr1","-",244014381,244013545,"protein_coding"
"879","ENSG00000157540","DYRK1A","chr21","+",38738092,38739075,"protein_coding"
"880","ENSG00000078403","MLLT10","chr10","+",21813604,21823165,"protein_coding"
"881","ENSG00000130254","SAFB2","chr19","-",5624057,5622787,"protein_coding"
"882","ENSG00000128585","MKLN1","chr7","+",130794855,131012650,"protein_coding"
"883","ENSG00000114062","UBE3A","chr15","-",25684203,25684135,"protein_coding"
"884","ENSG00000090372","STRN4","chr19","-",47250251,47249707,"protein_coding"
"885","ENSG00000166200","COPS2","chr15","-",49447858,49447796,"protein_coding"
"886","ENSG00000071626","DAZAP1","chr19","+",1407568,1407587,"protein_coding"
"887","ENSG00000143515","ATP8B2","chr1","+",154298029,154298001,"protein_coding"
"888","ENSG00000138336","TET1","chr10","+",70320413,70320094,"protein_coding"
"889","ENSG00000010671","BTK","chrX","-",100645784,100641179,"protein_coding"
"890","ENSG00000119042","SATB2","chr2","-",200335989,200322662,"protein_coding"
"891","ENSG00000169967","MAP3K2","chr2","-",128146041,128145551,"protein_coding"
"892","ENSG00000112511","PHF1","chr6","+",33378176,33378831,"protein_coding"
"893","ENSG00000174243","DDX23","chr12","-",49246625,49245924,"protein_coding"
"894","ENSG00000196700","ZNF512B","chr20","-",62680111,62601283,"protein_coding"
"895","ENSG00000148835","TAF5","chr10","+",105127724,105127733,"protein_coding"
"896","ENSG00000162599","NFIA","chr1","+",61330931,61548293,"protein_coding"
"897","ENSG00000166181","API5","chr11","+",43333513,43333546,"protein_coding"
"898","ENSG00000112992","NNT","chr5","+",43602794,43603288,"protein_coding"
"899","ENSG00000144357","UBR3","chr2","+",170683968,170683964,"protein_coding"
"900","ENSG00000115216","NRBP1","chr2","+",27650657,27651498,"protein_coding"
"901","ENSG00000092421","SEMA6A","chr5","-",115910630,115910519,"protein_coding"
"902","ENSG00000164754","RAD21","chr8","-",117887105,117887015,"protein_coding"
"903","ENSG00000082458","DLG3","chrX","+",69664711,69675027,"protein_coding"
"904","ENSG00000110048","OSBP","chr11","-",59383617,59383244,"protein_coding"
"905","ENSG00000087460","GNAS","chr20","+",57414773,57466476,"protein_coding"
"906","ENSG00000135870","RC3H1","chr1","-",173991435,173991492,"protein_coding"
"907","ENSG00000100991","TRPC4AP","chr20","-",33680674,33680610,"protein_coding"
"908","ENSG00000185760","KCNQ5","chr6","+",73331520,73331971,"protein_coding"
"909","ENSG00000110693","SOX6","chr11","-",16761138,16629274,"protein_coding"
"910","ENSG00000204256","BRD2","chr6","+",32936437,32939975,"protein_coding"
"911","ENSG00000038219","BOD1L1","chr4","-",13629347,13629349,"protein_coding"
"912","ENSG00000066117","SMARCD1","chr12","+",50478755,50479125,"protein_coding"
"913","ENSG00000116560","SFPQ","chr1","-",35658749,35658746,"protein_coding"
"914","ENSG00000198909","MAP3K3","chr17","+",61699775,61699777,"protein_coding"
"915","ENSG00000158545","ZC3H18","chr16","+",88636789,88636817,"protein_coding"
"916","ENSG00000168280","KIF5C","chr2","+",149632819,149632796,"protein_coding"
"917","ENSG00000091622","PITPNM3","chr17","-",6459814,6459819,"protein_coding"
"918","ENSG00000128591","FLNC","chr7","+",128470431,128470462,"protein_coding"
"919","ENSG00000166226","CCT2","chr12","+",69979114,69979239,"protein_coding"
"920","ENSG00000198945","L3MBTL3","chr6","+",130334844,130339736,"protein_coding"
"921","ENSG00000186566","GPATCH8","chr17","-",42580798,42580759,"protein_coding"
"922","ENSG00000104177","MYEF2","chr15","-",48470714,48470492,"protein_coding"
"923","ENSG00000130699","TAF4","chr20","-",60640866,60640937,"protein_coding"
"924","ENSG00000162302","RPS6KA4","chr11","+",64126620,64126643,"protein_coding"
"925","ENSG00000137872","SEMA6D","chr15","+",47476298,48009624,"protein_coding"
"926","ENSG00000118482","PHF3","chr6","+",64345725,64346017,"protein_coding"
"927","ENSG00000173068","BNC2","chr9","-",16870841,16870746,"protein_coding"
"928","ENSG00000198648","STK39","chr2","-",169104651,169104140,"protein_coding"
"929","ENSG00000188158","NHS","chrX","+",17393543,17393377,"protein_coding"
"930","ENSG00000172262","ZNF131","chr5","+",43065278,43121016,"protein_coding"
"931","ENSG00000127947","PTPN12","chr7","+",77166592,77166620,"protein_coding"
"932","ENSG00000087365","SF3B2","chr11","+",65818200,65819835,"protein_coding"
"933","ENSG00000103653","CSK","chr15","+",75074398,75074429,"protein_coding"
"934","ENSG00000079482","OPHN1","chrX","-",67653755,67653329,"protein_coding"
"935","ENSG00000066629","EML1","chr14","+",100204030,100259750,"protein_coding"
"936","ENSG00000173611","SCAI","chr9","-",127905785,127905805,"protein_coding"
"937","ENSG00000101115","SALL4","chr20","-",50419059,50419014,"protein_coding"
"938","ENSG00000100083","GGA1","chr22","+",38004482,38004844,"protein_coding"
"939","ENSG00000164944","KIAA1429","chr8","-",95565757,95565695,"protein_coding"
"940","ENSG00000064651","SLC12A2","chr5","+",127419458,127419458,"protein_coding"
"941","ENSG00000155511","GRIA1","chr5","+",152869175,152870230,"protein_coding"
"942","ENSG00000189308","LIN54","chr4","-",83934079,83934042,"protein_coding"
"943","ENSG00000154001","PPP2R5E","chr14","-",64010092,64010079,"protein_coding"
"944","ENSG00000126705","AHDC1","chr1","-",27930942,27930655,"protein_coding"
"945","ENSG00000100485","SOS2","chr14","-",50698276,50698296,"protein_coding"
"946","ENSG00000061936","SFSWAP","chr12","+",132195626,132195640,"protein_coding"
"947","ENSG00000182866","LCK","chr1","+",32716840,32716866,"protein_coding"
"948","ENSG00000204599","TRIM39","chr6","+",30294256,30294246,"protein_coding"
"949","ENSG00000119969","HELLS","chr10","+",96261191,96305577,"protein_coding"
"950","ENSG00000196535","MYO18A","chr17","-",27507430,27507404,"protein_coding"
"951","ENSG00000152092","ASTN1","chr1","-",177134109,177133843,"protein_coding"
"952","ENSG00000116852","KIF21B","chr1","-",200992828,200992803,"protein_coding"
"953","ENSG00000139842","CUL4A","chr13","+",113862507,113863927,"protein_coding"
"954","ENSG00000197321","SVIL","chr10","-",30025710,30025864,"protein_coding"
"955","ENSG00000134532","SOX5","chr12","-",24103966,24102604,"protein_coding"
"956","ENSG00000196591","HDAC2","chr6","-",114332472,114292300,"protein_coding"
"957","ENSG00000137075","RNF38","chr9","-",36487545,36487617,"protein_coding"
"958","ENSG00000121210","KIAA0922","chr4","+",154387498,154387512,"protein_coding"
"959","ENSG00000136205","TNS3","chr7","-",47622156,47621709,"protein_coding"
"960","ENSG00000008277","ADAM22","chr7","+",87563458,87563566,"protein_coding"
"961","ENSG00000135316","SYNCRIP","chr6","-",86353510,86353035,"protein_coding"
"962","ENSG00000168758","SEMA4C","chr2","-",97536494,97535817,"protein_coding"
"963","ENSG00000064607","SUGP2","chr19","-",19144832,19144326,"protein_coding"
"964","ENSG00000135597","REPS1","chr6","-",139309398,139309390,"protein_coding"
"965","ENSG00000142453","CARM1","chr19","+",10982189,10982229,"protein_coding"
"966","ENSG00000157985","AGAP1","chr2","+",236402733,236402740,"protein_coding"
"967","ENSG00000075043","KCNQ2","chr20","-",62104030,62104008,"protein_coding"
"968","ENSG00000078699","CBFA2T2","chr20","+",32077881,32077923,"protein_coding"
"969","ENSG00000171100","MTM1","chrX","+",149737069,149737071,"protein_coding"
"970","ENSG00000105298","CACTIN","chr19","-",3626813,3626773,"protein_coding"
"971","ENSG00000175073","VCPIP1","chr8","-",67579452,67579446,"protein_coding"
"972","ENSG00000068796","KIF2A","chr5","+",61601989,61602271,"protein_coding"
"973","ENSG00000163681","SLMAP","chr3","+",57741177,57742036,"protein_coding"
"974","ENSG00000179364","PACS2","chr14","+",105766900,105781151,"protein_coding"
"975","ENSG00000182197","EXT1","chr8","-",119124092,119124065,"protein_coding"
"976","ENSG00000115977","AAK1","chr2","-",69901481,69870786,"protein_coding"
"977","ENSG00000077092","RARB","chr3","+",25215823,25469754,"protein_coding"
"978","ENSG00000142784","WDTC1","chr1","+",27561007,27561142,"protein_coding"
"979","ENSG00000094880","CDC23","chr5","-",137549032,137549012,"protein_coding"
"980","ENSG00000108262","GIT1","chr17","-",27921072,27916666,"protein_coding"
"981","ENSG00000115419","GLS","chr2","+",191745553,191745547,"protein_coding"
"982","ENSG00000157103","SLC6A1","chr3","+",11034410,11034448,"protein_coding"
"983","ENSG00000006740","ARHGAP44","chr17","+",12692856,12692815,"protein_coding"
"984","ENSG00000137200","CMTR1","chr6","+",37400995,37400999,"protein_coding"
"985","ENSG00000108344","PSMD3","chr17","+",38137050,38137089,"protein_coding"
"986","ENSG00000185085","INTS5","chr11","-",62420774,62420774,"protein_coding"
"987","ENSG00000174444","RPL4","chr15","-",66816870,66797188,"protein_coding"
"988","ENSG00000005108","THSD7A","chr7","-",11871824,11871824,"protein_coding"
"989","ENSG00000187147","RNF220","chr1","+",44870866,45097640,"protein_coding"
"990","ENSG00000074603","DPP8","chr15","-",65810042,65810027,"protein_coding"
"991","ENSG00000178691","SUZ12","chr17","+",30264037,30264026,"protein_coding"
"992","ENSG00000020577","SAMD4A","chr14","+",55033815,55033883,"protein_coding"
"993","ENSG00000140937","CDH11","chr16","-",65160015,65155966,"protein_coding"
"994","ENSG00000196510","ANAPC7","chr12","-",110841535,110841469,"protein_coding"
"995","ENSG00000070214","SLC44A1","chr9","+",108006903,108006932,"protein_coding"
"996","ENSG00000101096","NFATC2","chr20","-",50179370,50159238,"protein_coding"
"997","ENSG00000065357","DGKA","chr12","+",56321103,56325847,"protein_coding"
"998","ENSG00000108946","PRKAR1A","chr17","+",66507921,66508571,"protein_coding"
"999","ENSG00000116991","SIPA1L2","chr1","-",232697304,232697304,"protein_coding"
"1000","ENSG00000135439","AGAP2","chr12","-",58135940,58135944,"protein_coding"
"1001","ENSG00000156113","KCNMA1","chr10","-",79398353,79397566,"protein_coding"
"1002","ENSG00000155545","MIER3","chr5","-",56267502,56247950,"protein_coding"
"1003","ENSG00000161057","PSMC2","chr7","+",102984701,102988090,"protein_coding"
"1004","ENSG00000115112","TFCP2L1","chr2","-",122042783,122042778,"protein_coding"
"1005","ENSG00000133895","MEN1","chr11","-",64578766,64578023,"protein_coding"
"1006","ENSG00000116675","DNAJC6","chr1","+",65713902,65720145,"protein_coding"
"1007","ENSG00000115484","CCT4","chr2","-",62115939,62115791,"protein_coding"
"1008","ENSG00000058272","PPP1R12A","chr12","-",80329240,80328877,"protein_coding"
"1009","ENSG00000075340","ADD2","chr2","-",70995357,70995329,"protein_coding"
"1010","ENSG00000196277","GRM7","chr3","+",6811688,6902802,"protein_coding"
"1011","ENSG00000107882","SUFU","chr10","+",104263744,104263729,"protein_coding"
"1012","ENSG00000070770","CSNK2A2","chr16","-",58231824,58232010,"protein_coding"
"1013","ENSG00000031698","SARS","chr1","+",109756540,109756540,"protein_coding"
"1014","ENSG00000169045","HNRNPH1","chr5","-",179061785,179050671,"protein_coding"
"1015","ENSG00000136152","COG3","chr13","+",46039033,46039103,"protein_coding"
"1016","ENSG00000108557","RAI1","chr17","+",17584787,17584772,"protein_coding"
"1017","ENSG00000104413","ESRP1","chr8","+",95653302,95653402,"protein_coding"
"1018","ENSG00000079102","RUNX1T1","chr8","-",93115514,93074809,"protein_coding"
"1019","ENSG00000147202","DIAPH2","chrX","+",95939662,95939841,"protein_coding"
"1020","ENSG00000154822","PLCL2","chr3","+",16844159,16926495,"protein_coding"
"1021","ENSG00000142002","DPP9","chr19","-",4724685,4723781,"protein_coding"
"1022","ENSG00000111605","CPSF6","chr12","+",69633317,69633352,"protein_coding"
"1023","ENSG00000183207","RUVBL2","chr19","+",49496705,49497144,"protein_coding"
"1024","ENSG00000115053","NCL","chr2","-",232348352,232329195,"protein_coding"
"1025","ENSG00000122786","CALD1","chr7","+",134429003,134464385,"protein_coding"
"1026","ENSG00000118454","ANKRD13C","chr1","-",70820417,70820405,"protein_coding"
"1027","ENSG00000011485","PPP5C","chr19","+",46850251,46850344,"protein_coding"
"1028","ENSG00000198797","BRINP2","chr1","+",177140633,177140809,"protein_coding"
"1029","ENSG00000132424","PNISR","chr6","-",99873207,99873184,"protein_coding"
"1030","ENSG00000085276","MECOM","chr3","-",169381406,169381454,"protein_coding"
"1031","ENSG00000203485","INF2","chr14","+",105155943,105155955,"protein_coding"
"1032","ENSG00000125944","HNRNPR","chr1","-",23670829,23670774,"protein_coding"
"1033","ENSG00000165271","NOL6","chr9","-",33473928,33473896,"protein_coding"
"1034","ENSG00000084676","NCOA1","chr2","+",24714783,24714746,"protein_coding"
"1035","ENSG00000137801","THBS1","chr15","+",39873280,39873280,"protein_coding"
"1036","ENSG00000062725","APPBP2","chr17","-",58603580,58603603,"protein_coding"
"1037","ENSG00000130234","ACE2","chrX","-",15620271,15619068,"protein_coding"
"1038","ENSG00000116679","IVNS1ABP","chr1","-",185286461,185286375,"protein_coding"
"1039","ENSG00000198719","DLL1","chr6","-",170615653,170600016,"protein_coding"
"1040","ENSG00000157107","FCHO2","chr5","+",72251808,72251868,"protein_coding"
"1041","ENSG00000073756","PTGS2","chr1","-",186649559,186649555,"protein_coding"
"1042","ENSG00000137802","MAPKBP1","chr15","+",42066632,42066682,"protein_coding"
"1043","ENSG00000079156","OSBPL6","chr2","+",179059208,179059239,"protein_coding"
"1044","ENSG00000151952","TMEM132D","chr12","-",130388211,130388570,"protein_coding"
"1045","ENSG00000147488","ST18","chr8","-",53373519,53322316,"protein_coding"
"1046","ENSG00000107140","TESK1","chr9","+",35605302,35605259,"protein_coding"
"1047","ENSG00000152217","SETBP1","chr18","+",42260138,42260125,"protein_coding"
"1048","ENSG00000121653","MAPK8IP1","chr11","+",45907202,45907202,"protein_coding"
