chr	start	end	gene
chr10	25363991	25991155	GPR158
chr10	30800718	31018691	LYZL2
chr12	1801123	2128002	CACNA2D4
chr12	1955220	2213701	DCP1B
chr12	1979952	2902108	CACNA1C
chr3	24058651	24636773	THRB
chr3	25660435	25931530	NGLY1
chr3	25724408	25936025	OXSM
chr11	18451156	18710294	UEVLD
chr11	18614669	18826332	TMEM86A
chr12	105280088	105543515	C12orf45
chr12	107249497	107472556	TMEM263
chr12	107612190	108153419	BTBD11
chr12	109815207	110074507	UBE3B
chr10	61686056	62593248	ANK3
chr10	59851278	60127694	IPMK
chr12	110839460	111069891	RAD9B
chr12	113696371	113927203	PLBD2
chr10	79450549	79786378	DLG5
chr10	81931576	82149440	MAT1A
chr12	40048823	40599891	SLC2A13
chr12	42375647	42638681	GXYLT1
chr12	44087526	44300178	TWF1
chr10	220130	835683	DIP2C
chr4	99692835	99951788	EIF4E
chr3	65239200	66124509	MAGI1
chr13	103318340	103526161	TEX30
chr5	122747793	123052739	CSNK1G3
chr5	121197656	121511265	SRFBP1
chr14	32698479	33400567	AKAP6
chr14	33304139	34373382	NPAS3
chr14	35414113	35682336	FAM177A1
chr14	36667770	36889882	MBIP
chr14	37567118	38121566	MIPOL1
chr11	44017099	44366979	EXT2
chr2	567335	777439	TMEM18
chr2	3605785	3850261	ALLC
chr11	77626761	77857237	KCTD14
chr11	77674907	77879397	THRSP
chr11	86052150	86483678	ME3
chr2	17897763	18098368	MSGN1
chr5	33423640	33992297	ADAMTS12
chr14	31859162	32430430	NUBPL
chr1	198026093	198391550	NEK7
chr1	198392352	198610075	ATP6V1G3
chr5	107983523	108632542	FER
chr14	77793018	78024295	VIPAS39
chr4	125485207	125733887	ANKRD50
chr10	11862021	12185169	UPF2
chr10	12137964	12392588	CDC123
chr4	129686076	130114764	SCLT1
chr10	12838627	13241652	CCDC3
chr4	129914472	130137795	C4orf33
chr10	13585706	14604141	FRMD4A
chr4	128551533	128795448	SLC25A31
chr12	15375331	15850333	PTPRO
chr12	15673092	16135263	EPS8
chr11	134023389	134235749	ACAD8
chr11	134018173	134223264	THYN1
chr11	133994539	134217686	VPS26B
chr11	133920014	134195348	NCAPD3
chr10	114106756	114678503	VTI1A
chr4	17361884	17613857	QDPR
chr10	116481503	116759591	FAM160B1
chr12	101011304	101622419	ANO4
chr15	56436207	56838195	TEX9
chr3	113624680	113907269	QTRTD1
chr3	113747499	114018254	DRD3
chr4	146439415	146681187	MMAA
chr4	146578779	146959787	ZNF827
chr4	147460045	147663626	POU4F2
chr4	148302069	148566106	EDNRA
chr4	148899913	149465850	NR3C2
chr10	4929967	5160223	AKR1C2
chr10	133900404	134119280	DPYSL4
chr10	134950908	135155433	VENTX
chr10	134975907	135190372	ADAM8
chr10	7645232	7891483	ITIH2
chr10	7692925	7929990	KIN
chr2	46708076	46944258	PIGF
chr2	190439016	190725919	ANKAR
chr2	191108196	191336391	INPP1
chr2	191173081	191473931	MFSD6
chr2	6957523	7308417	RNF144A
chr2	9246894	9645812	ASAP2
chr2	9528615	9795921	ADAM17
chr11	128456430	128783162	FLI1
chr11	128606210	128837268	KCNJ1
chr11	129585714	129829898	TMEM45B
chr4	183920446	184341930	WWC2
chr4	185515772	185755287	CENPU
chr4	185576749	185847972	ACSL1
chr4	185964395	186171536	SLC25A4
chr12	31724071	31982108	AMN1
chr12	32159769	32636567	BICD1
chr14	50998776	51235049	SAV1
chr13	44298045	44553827	CCDC122
chr13	44847801	45071850	SERP2
chr2	15207032	15801454	NBAS
chr3	21359915	22514812	ZNF385D
chr4	156675890	156941558	TDO2
chr4	44580444	44802943	GUF1
chr14	57930640	58548912	SLC35F4
chr4	46150444	46577247	GABRA2
chr13	23802965	24107841	SACS
chr14	59871257	60143549	CCDC175
chr13	25570300	25773389	PABPC3
chr13	25357171	25597018	CENPJ
chr5	41825356	42041845	FBXO4
chr5	43344354	43583995	C5orf28
chr5	43276747	43512493	CCL28
chr5	49861733	50242356	PARP8
chr10	117716444	118132979	GFRA1
chr10	120333679	120614761	CACUL1
chr6	56222785	56919426	DST
chr6	56719773	56992140	BEND6
chr10	121234199	121456541	TIAL1
chr10	121310882	121537331	BAG3
chr12	129237972	129569509	GLT1D1
chr12	129456270	130488211	TMEM132D
chr4	155602365	155849965	RBM46
chr3	159457650	159715149	SCHIP1
chr6	100267786	100542123	MCHR2
chr1	145932647	146182765	NBPF11
chr2	223816532	224163117	KCNE4
chr2	224516403	224802744	AP1S3
chr1	174028548	175064445	RABGAP1L
chr2	130796860	131002707	CCDC74B
chr1	95482894	95763163	TMEM56
chr2	130839310	131048302	MZT2B
chr2	130849318	131056034	TUBA3E
chr1	176726438	177234109	ASTN1
chr2	131178770	131385579	CFC1B
chr2	131705449	131951033	FAM168B
chr1	214422039	214825792	PTPN14
chr2	134777554	135312192	MGAT5
chr2	135113330	135576570	TMEM163
chr2	37211594	37426387	GPATCH11
chr12	119516447	119758936	HSPB8
chr2	38878676	39112142	GEMIN6
chr2	39792122	40045103	TMEM178A
chr13	79072497	79277673	POU4F1
chr13	79088426	79333314	RNF219
chr13	49180951	49383498	CYSLTR2
chr4	93125550	94795707	GRID2
chr13	50102435	50308008	ARL11
chr18	40223192	40795657	RIT2
chr18	42160138	42748475	SETBP1
chr11	30244598	30459774	ARL14EP
chr18	43327574	43647240	EPG5
chr18	43463502	43752238	PSTPIP2
chr18	43564110	43784300	ATP5A1
chr18	43584298	43808299	HAUS1
chr18	43653519	43946949	C18orf25
chr2	169590642	169869881	SPC25
chr2	169657750	169866505	G6PC2
chr2	173320101	173589823	PDK1
chr11	13413602	13617728	PTH
chr11	14565269	14992350	PDE3B
chr2	85260533	85637511	TCF7L1
chr2	85445147	85655548	TGOLN2
chr2	85545844	85764152	SH2D6
chr14	90428109	90752201	KCNK13
chr1	162367041	162599419	UHMK1
chr5	81167844	81672676	ATG10
chr5	74869949	75113313	POC5
chr5	136210987	137034068	SPOCK1
chr5	79683788	79938382	FAM151B
chr1	166725747	166945564	TADA1
chr11	106444738	106989250	GUCY1A2
chr11	107097071	107428572	CWF19L2
chr5	78432012	78723038	JMY
chr5	78568459	78910040	HOMER1
chr5	82273317	82749606	XRCC4
chr2	198491603	198751486	BOLL
chr19	57774845	57990933	ZNF547
chr19	57911283	58129772	ZNF773
chr19	58158164	58369527	ZNF776
chr19	58352201	58559043	ZNF256
chr10	14820819	15046314	SUV39H2
chr10	14839358	15096431	DCLRE1C
chr10	14974226	15215851	OLAH
chr10	15039179	15281817	RPP38
chr10	15044583	15310692	NMT2
chr19	58445400	58665999	ZSCAN1
chr19	58778985	58992427	ZNF837
chr13	27540293	27846033	USP12
chr3	190946866	191216459	CCDC50
chr5	110459351	110930584	CAMK4
chr5	114360459	114616243	TRIM36
chr2	43349541	43553748	ZFP36L2
chr13	28612643	28969475	PAN3
chr2	43764412	44095126	PLEKHH2
chr12	48398922	48640187	PFKM
chr11	102167063	102441115	TMEM123
chr11	105380721	105952819	GRIA4
chr3	151043172	151276497	IGSF10
chr5	35517946	35914713	SPEF2
chr4	88294487	88552213	SPARCL1
chr4	88429681	88638062	DSPP
chr4	88471459	88685513	DMP1
chr4	88642563	88867969	MEPE
chr3	151861617	152283569	MBNL1
chr5	35804397	36038881	CAPSL
chr5	36092694	36342381	NADK2
chr3	32047181	32310205	GPD1L
chr6	121656838	121870873	GJA1
chr5	54426980	54629508	CCNO
chr5	54933845	55212985	DDX4
chr2	70935775	71147732	CLEC4F
chr2	32290933	32549448	SLC30A6
chr5	51983774	52199880	PELO
chr2	33561391	33889817	RASGRP3
chr5	133836834	134084961	SAR1B
chr5	134203596	134447392	CATSPER3
chr10	47794023	48049412	FAM21B
chr13	95154157	95386899	GPR180
chr1	67118142	67344470	TCTEX1D1
chr1	67178568	67490570	WDR78
chr10	90481889	90711575	ANKRD22
chr13	98694816	99202027	FARP1
chr10	91074343	91280758	IFIT5
chr10	91090051	91416398	SLC16A12
chr10	91242745	91505215	PANK1
chr4	81005033	81225483	PRDM8
chr4	81852119	82078685	BMP3
chr4	83243717	83451294	HNRNPDL
chr10	94347945	94555403	HHEX
chr6	144506837	145274170	UTRN
chr6	146248782	146858734	GRM1
chr6	128189924	128941870	PTPRK
chr1	235390665	235607847	GGPS1
chr16	76211176	76693135	CNTNAP4
chr7	64332154	64567062	ZNF117
chr5	59683540	59943484	PART1
chr5	57778048	58255213	RAB3C
chr12	25462241	25901513	LMNTD1
chr5	68610939	68840157	MARVELD2
chr5	68565120	68810628	RAD17
chr12	27075479	27319276	MED21
chr3	145687227	145981440	PLOD2
chr4	4953169	5602725	STK32B
chr6	24026350	24255128	NRSN1
chr4	5927926	6302318	JAKMIP1
chr3	147011209	147328080	ZIC1
chr4	22246694	22617677	ADGRA3
chr3	148408889	148677974	CPB1
chr5	63913971	64164512	SREK1IP1
chr4	24900469	25132501	LGI2
chr5	63964757	64414590	CWC27
chr1	180903067	181131074	MR1
chr5	68385375	68606184	CENPH
chr6	4606393	5055785	CDYL
chr16	8846799	9062866	CARHSP1
chr16	10621358	10888802	TEKT5
chr4	102232443	103095969	BANK1
chr16	11672936	11936734	TXNDC11
chr5	39271780	39562402	DAB2
chr2	135496117	135759604	ACMSD
chr2	111390150	111975799	ACOXL
chr2	111776955	112026024	BCL2L11
chr2	112423848	112742267	ANAPC1
chr5	95760971	96215299	CAST
chr4	141078440	141406880	SCOC
chr4	141209609	141449122	CLGN
chr5	89588078	89805603	CETN3
chr4	144334616	144578639	SMARCA5
chr6	10648027	11079553	SYCP2L
chr6	7627030	7981655	BMP6
chr2	106921446	107184832	RGPD3
chr12	64904293	65191347	RASSF3
chr1	244914468	245127844	HNRNPU
chr2	109235937	109502267	RANBP2
chr1	246902400	247195280	AHCTF1
chr2	112556056	112887138	MERTK
chr2	112712800	112976895	TMEM87B
chr1	247801917	248002861	OR14K1
chr12	70931853	71414623	PTPRR
chr2	157080944	157298860	NR4A2
chr2	158927593	159413265	CCDC148
chr2	160688519	161019121	PLA2R1
chr2	161028662	161450305	RBMS1
chr2	165844032	166160577	SCN3A
chr3	62255356	62459999	FEZF2
chr3	110911566	111484597	CD96
chr6	46520678	46745930	SLC25A27
chr6	46865440	47110099	ADGRF1
chr6	47553600	47789757	ADGRF4
chr6	168356425	168582237	FRMD1
chr8	130751839	131129375	FAM49B
chr8	130964353	131555906	ASAP1
chr18	29309136	29633099	TRAPPC8
chr5	94627048	94886158	FAM81B
chr1	211456145	211705878	LINC00467
chr18	32932194	33177955	INO80C
chr5	1356595	1624092	LPCAT1
chr5	40373	290085	PLEKHG4B
chr16	4411681	4645764	NMRAL1
chr16	4558884	4765028	UBALD1
chr16	4994123	5216111	C16orf89
chr13	111265083	111473421	ING1
chr13	111868531	112096596	TEX29
chr13	112930633	113189003	SPACA7
chr13	113976260	114207839	ADPRHL1
chr3	32333163	32624559	CMTM7
chr3	33218517	33545154	FBXL2
chr3	33329828	33582863	UBP1
chr2	86847296	87105164	RMND5A
chr2	86911729	87135519	CD8A
chr2	88891162	89150452	RPIA
chr15	23155242	23368823	GOLGA8I
chr15	28523767	28737170	GOLGA8F
chr9	8214246	10712723	PTPRD
chr9	12675020	12922130	LURAP1L
chr6	154608638	154931793	CNKSR3
chr3	120361484	120601916	GTF2E1
chr16	75227596	75567383	CFDP1
chr16	84907787	85145141	ZDHHC7
chr16	85031965	85246114	FAM92B
chr7	25074316	25319975	C7orf31
chr4	68586594	68849750	TMPRSS11D
chr7	27770192	28320362	JAZF1
chr16	81378775	81845367	CMIP
chr2	228744666	229146361	SPHKAP
chr17	67949570	68231749	KCNJ16
chr2	229615242	230236001	PID1
chr2	230528554	230887955	TRIP12
chr2	230687018	230977825	FBXO36
chr19	33764236	33973592	CEBPG
chr19	34186838	34406668	KCTD15
chr19	35148981	35364134	ZNF599
chr1	85291268	85562796	MCOLN2
chr19	35515417	35733355	LGI4
chr1	85684164	86143933	DDAH1
chr5	65335799	65579443	SREK1
chr5	98090908	98362240	CHD1
chr17	54088319	54689020	ANKFN1
chr17	54811460	55046036	DGKE
chr1	87280331	87702334	HS2ST1
chr17	55233212	55862046	MSI2
chr7	81475760	82173114	CACNA2D1
chr6	116856781	117089957	ZUFSP
chr17	13299006	13605244	HS3ST3A1
chr17	57197828	57453328	GDPD1
chr6	117896665	118131803	NUS1
chr7	84524869	84916171	SEMA3D
chr14	63738075	64110092	PPP2R5E
chr1	76284558	76498116	ASB17
chr17	18823986	19050950	GRAP
chr17	18753658	19025908	SLC5A10
chr1	77647736	78125651	AK5
chr18	21618942	21841567	CABYR
chr18	21906580	22133499	IMPACT
chr18	21078890	21342849	ANKRD29
chr6	71176620	71399272	SDHAF4
chr18	24395595	24865281	CHST9
chr11	119188090	119395695	THY1
chr16	84078865	84312373	DNAAF1
chr16	85623690	85884735	C16orf74
chr11	120794781	121061484	TBCEL
chr16	87535441	87831762	JPH3
chr5	14604910	14971887	ANKH
chr5	14564773	14799820	OTULIN
chr11	122426383	122785181	UBASH3B
chr11	124653587	124868396	ROBO4
chr11	124635282	124851366	ROBO3
chr11	124381386	124590252	PANX3
chr11	124392732	124605287	TBRG1
chr11	124509742	124717106	NRGN
chr5	16373147	16717167	FAM134B
chr5	21650782	22953731	CDH12
chr3	98150743	98351960	GPR15
chr3	99982275	100220242	TOMM70A
chr3	100368000	100812359	ABI3BP
chr8	108161721	108610283	ANGPT1
chr17	65273575	65793372	PITPNC1
chr1	52711395	52931865	CC2D1B
chr15	100840600	101185200	CERS3
chr17	64198754	64906861	PRKCA
chr15	101359420	101710317	LRRK1
chr17	63531656	64288202	CEP112
chr2	242616240	242843623	GAL3ST2
chr17	66870629	67157205	ABCA9
chr17	66974843	67238029	ABCA6
chr17	67043355	67340987	ABCA10
chr17	67140452	67423385	ABCA5
chr6	131849582	132168553	ENPP3
chr4	37355563	37725117	C4orf19
chr4	41158430	41370472	UCHL1
chr1	222691428	222941354	MIA3
chr1	222888406	223279337	DISP1
chr3	170679128	171278197	TNIK
chr8	11178972	11432224	FAM167A
chr8	11527148	11744855	NEIL2
chr9	70843224	71245977	PGM5
chr1	228094752	228348961	WNT3A
chr1	228295831	228666577	OBSCN
chr8	12479403	12713582	LONRF1
chr1	228481374	228694541	TRIM11
chr1	225574537	225940844	ENAH
chr7	113416832	113815975	PPP1R3A
chr1	229356758	229579041	CCSAP
chr7	116903276	117168177	ASZ1
chr4	169915407	170292256	SH3RF1
chr1	89624633	89838544	GBP5
chr10	124813793	125024886	BUB3
chr10	125325871	125554123	GPR26
chr2	170401935	170650943	CCDC173
chr10	127355022	127564390	MMP21
chr10	128013566	128459079	C10orf90
chr1	93207724	93527057	FAM69A
chr2	175940986	176149335	ATP5G3
chr9	43584902	44024049	CNTNAP3B
chr9	44890314	45091483	FAM27C
chr6	89705678	89927800	SRSF12
chr4	186322851	186556766	PDLIM3
chr4	186406598	186977806	SORBS2
chr8	74751404	74984522	TCEB1
chr8	74803587	75041322	LY96
chr18	23613816	23873319	PSMA8
chr21	18784700	19065897	CXADR
chr21	18865971	19085265	BTG3
chr21	19061284	19291703	C21orf91
chr21	19173580	19739690	CHODL
chr21	19541433	19958197	TMPRSS15
chr21	22270633	23015650	NCAM2
chr18	5854705	6515236	L3MBTL4
chr7	31690793	32438941	PDE1C
chr7	66047151	66376451	RABGEF1
chr21	26857968	27079829	MRPL39
chr21	26911584	27189874	JAM2
chr21	26988815	27207984	ATP5J
chr21	27006881	27244771	GABPA
chr21	28108066	28317728	ADAMTS1
chr21	28190231	28438832	ADAMTS5
chr3	12425931	12681122	TSEN2
chr17	33662115	33875856	SLFN13
chr3	13757755	14021618	WNT7A
chr3	14086647	14320283	XPC
chr3	14593271	14814166	CCDC174
chr3	14760469	15075895	FGD5
chr17	17015526	17240502	FLCN
chr3	16199485	16406479	DPH3
chr3	16206706	16491806	OXNAD1
chr3	16744159	17232086	PLCL2
chr18	47708713	47914674	CXXC1
chr18	47801365	48020543	SKA1
chr18	9446789	9715238	PPP4R1
chr18	10354625	10589945	APCDD1
chr18	10566480	11248587	PIEZO2
chr18	11782621	12009222	MPPE1
chr17	9448015	9733008	USP43
chr3	133443083	133714680	RAB6B
chr17	48350581	48558844	EME1
chr3	134216643	135079309	EPHB1
chr20	24886868	25139616	ACSS1
chr17	48670551	48885285	ANKRD40
chr17	11780756	12000827	ZNF18
chr17	49607674	50337377	CA10
chr7	55403749	55740681	VOPP1
chr7	55761237	56030482	SEPT14
chr4	107742959	108304963	DKK2
chr4	108752525	108974613	CYP2U1
chr7	5865181	6110314	RSPH10B
chr7	5370966	5653429	FBXL18
chr2	124682864	125772864	CNTNAP5
chr2	95840201	96057056	PROM2
chr6	109714059	110112420	AK9
chr8	103463800	103673245	ODF1
chr8	103561007	103768130	KLF10
chr7	157231750	158480480	PTPRN2
chr8	103738585	104006092	AZIN1
chr8	103933291	104185279	ATP6V1C1
chr8	91906024	92153292	TMEM55A
chr8	91982424	92199323	OTUD6B
chr6	110831181	111237161	CDK19
chr6	111179763	111389093	GTF3C6
chr9	15063620	15407358	TTC39B
chr8	6465878	6717184	AGPAT5
chr10	99118081	99358551	MMS19
chr14	20303767	20504842	OR4K1
chr10	99244131	99536191	PI4K2A
chr10	99372930	99577907	MARVELD1
chr10	99396878	99620664	ZFYVE27
chr10	99509996	99731337	GOLGA7B
chr4	8460452	8721486	GPR78
chr4	8337867	8595258	TRMT44
chr9	67868793	68087998	RP11-195B21.3
chr10	101270282	101480366	SLC25A28
chr21	15643436	15855805	HSPA13
chr21	15757549	16055723	SAMSN1
chr21	17002344	17352377	USP25
chr5	125595824	125932186	GRAMD3
chr5	132232677	132462296	ZCCHC10
chr16	46730519	46965323	C16orf87
chr1	113115763	113343368	MOV10
chr1	113143728	113350056	RHOC
chr1	113152616	113358099	PPM1J
chr2	120024497	120230126	DBI
chr1	113354469	113599635	SLC16A1
chr16	49999852	50240298	HEATR3
chr7	72330016	72539997	TRIM74
chr2	122384521	122594499	NIFK
chr14	23135731	23341007	OXA1L
chr14	23142431	23399029	SLC7A7
chr5	153992462	154297167	LARP1
chr5	154137113	154356353	CNOT8
chr5	152769175	153293429	GRIA1
chr7	133712052	134049343	LRGUK
chr5	56105087	56321359	SETD9
chr5	56115429	56367502	MIER3
chr7	135142667	135433505	NUP205
chr16	25147322	25369252	ZKSCAN2
chr9	74426426	74700970	C9orf85
chr10	98253069	98580271	PIK3AP1
chr2	178877151	179103738	RBM45
chr10	98641041	98845582	C10orf12
chr2	179290716	179795529	TTN
chr7	148600154	148825733	PDIA4
chr16	27114807	27333089	KDM8
chr16	21895186	22112433	PDZD9
chr16	21589835	21872050	OTOA
chr2	201253675	201484507	KCTD18
chr2	201738441	202036394	FAM126B
chr2	202052994	202322121	ALS2CR12
chr2	202252148	202583901	ALS2CR11
chr2	202384907	202608293	TMEM237
chr2	202799310	203003160	FZD7
chr1	118396484	118827846	SPAG17
chr8	120785957	121163152	DEPTOR
chr1	240077648	240738489	FMN2
chr9	104196133	104425622	RNF20
chr9	105657593	105880770	CYLC2
chr5	149009861	149334585	PPARGC1B
chr7	36793961	37588852	ELMO1
chr5	149240300	149473018	SLC26A2
chr5	157070703	157287717	LSM11
chr5	156464423	156686030	MED7
chr9	18827656	19133251	SAXO1
chr9	18949372	19151019	RRAGA
chr9	19407450	19886926	SLC24A2
chr3	140296881	140519992	TRIM42
chr3	140847568	141113748	PXYLP1
chr8	131692547	132154672	ADCY8
chr3	141105889	141434184	RASA2
chr6	151625989	151873259	RMND1
chr6	150239470	150446668	RAET1L
chr8	133948973	134215298	SLA
chr12	66417709	66663852	TMBIM4
chr8	16784747	17080153	MICU3
chr12	66641211	67297966	GRIP1
chr8	17004080	17259936	VPS37A
chr12	57843781	58080415	KIF5A
chr8	18148755	18358728	NAT2
chr8	18284811	19042240	PSD3
chr9	77495936	77743339	CARNMT1
chr10	74351889	74747452	MCU
chr14	74081825	74356988	ELMSAN1
chr10	74913517	75218617	CFAP70
chr9	79937995	80363223	GNA14
chr14	74298204	74517117	FAM161B
chr9	80231003	80746374	GNAQ
chr12	65344406	65615346	WIF1
chr4	70245883	70491732	UGT2B4
chr1	109982494	110191028	GPR61
chr8	88944237	89440254	MMP16
chr10	75810960	76569061	ADK
chr10	78529359	79498353	KCNMA1
chr14	75888768	76113358	BATF
chr4	71758255	71996631	DCK
chr4	73046686	73534516	ADAMTS3
chr1	110502616	110713322	ALX3
chr8	95631931	95906064	DPY19L4
chr8	95807995	96228683	NDUFAF6
chr1	111559955	111782838	DRAM2
chr8	96157147	96381429	C8orf37
chr4	76681020	76923724	PPEF2
chr15	81199374	81541516	CFAP161
chr15	84222838	84808594	ADAMTSL3
chr4	76832337	77133955	ART3
chr15	85327885	85618876	SLC28A1
chr15	83378380	83603611	WHAMM
chr4	78332907	78632988	CXCL13
chr21	30144513	30357693	N6AMT1
chr21	30276705	30491699	RWDD2B
chr21	30296950	30526809	USP16
chr21	30328126	30546118	CCT8
chr21	30349792	30648210	MAP3K7CL
chr4	80046848	80347204	NAA11
chr21	30466392	31103071	BACH1
chr21	31438241	31638971	CLDN17
chr21	31486324	31688391	CLDN8
chr21	32390734	33032290	TIAM1
chr21	32943346	33204388	SCAF4
chr9	90481356	90689668	CDK20
chr10	104962553	105210891	PCGF6
chr14	102873179	103076136	ANKRD9
chr10	105781816	105986143	SFR1
chr10	106300859	107124993	SORCS3
chr10	104374295	104603249	SFXN2
chr14	104278625	104494606	C14orf2
chr19	5730621	5939742	FUT6
chr14	104294799	104619004	TDRD9
chr5	170746660	170984627	FGF18
chr5	141132938	141358811	PCDH1
chr5	145216142	145561354	SH3RF2
chr8	97054562	97273020	GDF6
chr8	97138148	97347862	UQCRB
chr8	97151626	97373838	MTERF3
chr8	97173943	97449223	PTDSS1
chr5	145867936	146564347	PPP2R2B
chr8	98937079	99158697	RPL30
chr8	99339250	99545076	KCNS2
chr10	70839988	71068855	SUPV3L1
chr6	74125473	74333520	EEF1A1
chr8	101045588	101258028	FBXO43
chr10	70880059	71127315	HKDC1
chr10	70929740	71261638	HK1
chr10	71797737	72006432	TYSND1
chr6	74305508	74638040	CD109
chr6	40259325	40655204	LRFN2
chr10	72092071	72307707	NODAL
chr11	57044242	57248623	PRG3
chr11	57219129	57435757	UBE2L6
chr11	57335219	57568659	ZDHHC5
chr11	57371186	57579693	MED19
chr6	37687275	38222400	ZFAND3
chr15	73752355	74026475	NPTN
chr10	76485340	76892380	KAT6B
chr10	76759344	77041881	SAMD8
chr8	37616136	37856985	RAB11FIP1
chr8	34992975	35754068	UNC5D
chr11	58501542	58771688	GLYATL2
chr6	35995586	36207842	MAPK13
chr8	37934051	38170819	BAG4
chr11	60123225	60338233	MS4A1
chr8	123954208	124264393	TBC1D31
chr8	124328965	124579470	WDYHV1
chr8	124232090	124528590	ATAD2
chr8	124410129	124653446	FBXO32
chr8	126003921	126479362	NSMCE2
chr16	30513879	30735333	ZNF689
chr16	30562038	30767761	PRR14
chr16	30569752	30782135	FBRS
chr1	100074259	100332187	FRRS1
chr16	30659591	30872490	PHKG2
chr1	100403653	100648933	HIAT1
chr1	100449119	100698511	SASS6
chr16	31339052	31539967	COX6A2
chr16	31304633	31537826	ITGAD
chr7	23238358	23451348	MALSU1
chr3	184429931	184870402	VPS8
chr15	49347853	49760066	GALK2
chr3	9443481	9695486	LHFPL4
chr2	232160254	232365875	B3GNT7
chr16	15389611	15607125	MPV17L
chr15	40353224	40613337	BUB1B
chr2	232497135	232750982	PDE6D
chr3	186400994	186607689	EIF4A2
chr3	9673413	9889702	BRPF1
chr3	9779533	9986286	RPUSD3
chr3	187286694	187488187	SST
chr3	10189707	10422902	TATDN2
chr3	10227359	10434631	GHRL
chr3	10234815	10462862	SEC13
chr3	38437618	38683652	EXOG
chr16	15031710	15249921	NTAN1
chr1	182769000	183022660	SHCBP1L
chr1	183117372	183487737	NMNAT2
chr1	52508046	52912358	ZFYVE9
chr3	10265707	10849716	ATP2B2
chr3	42338570	42552092	LYZL4
chr3	10934410	11180933	SLC6A1
chr16	18716175	19037776	SMG1
chr5	72151808	72486349	FCHO2
chr8	30141944	30529778	RBPMS
chr5	72316119	72527644	TMEM171
chr3	42627011	42834036	KLHL40
chr1	57220479	57483894	C8A
chr3	12094551	12300851	TIMP4
chr3	11945876	12332900	SYN2
chr8	31396902	32722548	NRG1
chr1	186244890	186490510	C1orf27
chr1	53562101	53779869	CPT2
chr1	16667167	16886573	NECAP2
chr1	53611217	53893742	LRP8
chr1	54498747	54719443	CDCP2
chr7	154635397	154894794	PAXIP1
chr7	89696904	89967451	STEAP2
chr1	54591105	54979152	SSBP3
chr7	154762034	154977459	HTR5A
chr7	89913035	90242716	CLDN12
chr14	23205766	23418236	MMP14
chr7	90793783	90998123	FZD1
chr7	91976767	92188150	GATAD1
chr9	95720989	95947420	SUSD3
chr16	69277151	69485712	TMED6
chr16	69884810	70098141	CLEC18A
chr14	24322795	24538488	DHRS4
chr1	12706163	12923847	C1orf158
chr16	70107225	70321264	CLEC18C
chr6	35604809	35816856	ARMC12
chr16	70223566	70469186	DDX19B
chr16	70313338	70573140	ST3GAL2
chr16	70388324	70614177	FUK
chr1	13541973	13748988	PRAMEF15
chr16	70513798	70794585	IL34
chr14	24659804	24869039	DHRS1
chr3	53428683	53947760	CACNA1D
chr4	55424085	55706881	KIT
chr16	70741281	71364625	HYDIN
chr4	57104456	57353666	AASDH
chr16	71398453	71698992	ZNF19
chr3	54056574	55208584	CACNA2D3
chr15	59057374	59489618	RNF111
chr15	59297277	59517244	CCNB2
chr15	59564892	59915748	FAM81A
chr15	59327113	59765099	MYO1E
chr3	57161765	57407496	APPL1
chr5	148551434	148821365	AFAP1L1
chr21	38495721	38740262	DSCR3
chr21	38638092	38989753	DYRK1A
chr21	38879678	39388749	KCNJ6
chr21	39429128	39779279	KCNJ15
chr21	39651949	40133704	ERG
chr21	40077231	40296879	ETS2
chr11	44648015	45053972	TSPAN18
chr21	40677770	40917731	LCA5L
chr6	44121833	44325291	SLC35B2
chr21	42692231	42931141	MX1
chr11	46199212	46442972	CREB3L1
chr21	43205221	43473999	C2CD2
chr17	79118800	79369347	SLC38A10
chr9	116072334	116291964	C9orf43
chr9	116538562	116918871	ZNF618
chr7	136965783	137631838	DGKI
chr9	117273486	117508702	C9orf91
chr7	138179030	138486097	SVOPL
chr15	64343914	64549680	SNX22
chr7	138815102	139092982	UBN2
chr7	140319127	140724564	BRAF
chr4	25556923	25780370	SLC34A2
chr15	89246674	89518585	ACAN
chr7	1506966	1710641	PSMG3
chr12	120978355	121205127	CABP1
chr4	39084024	39387430	WDR19
chr7	139893493	140204233	SLC37A3
chr15	90273831	90537574	AP3S2
chr2	153091751	153606348	FMNL2
chr2	26295960	26512532	GAREML
chr12	121100313	121442174	SPPL3
chr2	26970615	27273219	DPYSL5
chr2	26524784	26779579	DRC1
chr4	13262978	13585989	RAB28
chr1	2417930	2622908	FAM213B
chr1	2387078	2596821	TNFRSF14
chr1	2339972	2558039	PANK4
chr2	26704070	26964236	CIB4
chr15	66087417	66646085	MEGF11
chr12	121340225	121554305	C12orf43
chr1	2236236	2445236	PEX10
chr1	2223267	2436883	RER1
chr7	4736686	5023350	RADIL
chr1	2060134	2341558	SKI
chr7	5129819	5373457	WIPI2
chr1	25770071	25995377	LDLRAP1
chr2	236302733	237140444	AGAP1
chr2	27565233	27769348	KRTCAP3
chr7	5971007	6176017	ANKRD61
chr1	26186258	26424648	PAFAH2
chr1	26246375	26462955	EXTL1
chr1	26263743	26472624	SLC30A2
chr2	28012808	28661768	BRE
chr1	26277795	26494927	TRIM63
chr12	122255768	122541833	WDR66
chr11	6602013	6804632	MRPL17
chr2	96708905	96911179	DUSP2
chr1	24545812	24790972	GRHL3
