"","id","symbol","seqnames","strand","TSS","CAGE_representative_TSS","type"
"705","ENSG00000198400","NTRK1","chr1","+",156785432,156830659,"protein_coding"
"706","ENSG00000183508","FAM46C","chr1","+",118148556,118148674,"protein_coding"
"707","ENSG00000211455","STK38L","chr12","+",27396901,27397226,"protein_coding"
"708","ENSG00000213889","PPM1N","chr19","+",45992035,46000519,"protein_coding"
"709","ENSG00000156299","TIAM1","chr21","-",32932290,32716563,"protein_coding"
"710","ENSG00000151702","FLI1","chr11","+",128556430,128563967,"protein_coding"
"711","ENSG00000159023","EPB41","chr1","+",29213603,29213615,"protein_coding"
"712","ENSG00000187266","EPOR","chr19","-",11495018,11491899,"protein_coding"
"713","ENSG00000146535","GNA12","chr7","-",2883958,2883942,"protein_coding"
"714","ENSG00000242574","HLA-DMB","chr6","-",32908847,32908805,"protein_coding"
"715","ENSG00000115738","ID2","chr2","+",8818975,8822186,"protein_coding"
"716","ENSG00000064687","ABCA7","chr19","+",1040102,1040115,"protein_coding"
"717","ENSG00000095794","CREM","chr10","+",35415719,35484061,"protein_coding"
"718","ENSG00000090776","EFNB1","chrX","+",68048840,68048864,"protein_coding"
"719","ENSG00000109113","RAB34","chr17","-",27045447,27045185,"protein_coding"
"720","ENSG00000164292","RHOBTB3","chr5","+",95049226,95067040,"protein_coding"
"721","ENSG00000149782","PLCB3","chr11","+",64018995,64019022,"protein_coding"
"722","ENSG00000095303","PTGS1","chr9","+",125132809,125133331,"protein_coding"
"723","ENSG00000088256","GNA11","chr19","+",3094408,3094360,"protein_coding"
"724","ENSG00000135318","NT5E","chr6","+",86159302,86159801,"protein_coding"
"725","ENSG00000118137","APOA1","chr11","-",116708666,116708338,"protein_coding"
"726","ENSG00000185000","DGAT1","chr8","-",145550573,145550515,"protein_coding"
"727","ENSG00000069869","NEDD4","chr15","-",56285944,56285810,"protein_coding"
"728","ENSG00000160712","IL6R","chr1","+",154377669,154377901,"protein_coding"
"729","ENSG00000140332","TLE3","chr15","-",70390515,70390256,"protein_coding"
"730","ENSG00000172724","CCL19","chr9","-",34691274,34691273,"protein_coding"
"731","ENSG00000123595","RAB9A","chrX","+",13707240,13707249,"protein_coding"
"732","ENSG00000172179","PRL","chr6","-",22297730,22297265,"protein_coding"
"733","ENSG00000131724","IL13RA1","chrX","+",117861535,117861571,"protein_coding"
"734","ENSG00000136156","ITM2B","chr13","+",48807294,48807342,"protein_coding"
"735","ENSG00000067596","DHX8","chr17","+",41561233,41561352,"protein_coding"
"736","ENSG00000166548","TK2","chr16","-",66586447,66584025,"protein_coding"
"737","ENSG00000118777","ABCG2","chr4","-",89152474,89080061,"protein_coding"
"738","ENSG00000102879","CORO1A","chr16","+",30194148,30194927,"protein_coding"
"739","ENSG00000206177","HBM","chr16","+",203891,215977,"protein_coding"
"740","ENSG00000138185","ENTPD1","chr10","+",97471536,97515920,"protein_coding"
"741","ENSG00000162739","SLAMF6","chr1","-",160493052,160493042,"protein_coding"
"742","ENSG00000101977","MCF2","chrX","-",138790386,138724840,"protein_coding"
"743","ENSG00000163466","ARPC2","chr2","+",219081817,219081912,"protein_coding"
"744","ENSG00000171517","LPAR3","chr1","-",85358896,85358889,"protein_coding"
"745","ENSG00000113161","HMGCR","chr5","+",74632154,74633046,"protein_coding"
"746","ENSG00000136068","FLNB","chr3","+",57994127,57994149,"protein_coding"
"747","ENSG00000130755","GMFG","chr19","-",39833012,39826683,"protein_coding"
"748","ENSG00000085733","CTTN","chr11","+",70244510,70244647,"protein_coding"
"749","ENSG00000125384","PTGER2","chr14","+",52781023,52781030,"protein_coding"
"750","ENSG00000032444","PNPLA6","chr19","+",7598890,7599634,"protein_coding"
"751","ENSG00000007264","MATK","chr19","-",3802127,3786307,"protein_coding"
"752","ENSG00000135454","B4GALNT1","chr12","-",58027138,58026982,"protein_coding"
"753","ENSG00000049130","KITLG","chr12","-",88974628,88974248,"protein_coding"
"754","ENSG00000170425","ADORA2B","chr17","+",15848231,15848579,"protein_coding"
"755","ENSG00000165410","CFL2","chr14","-",35184029,35183799,"protein_coding"
"756","ENSG00000131446","MGAT1","chr5","-",180242652,180229803,"protein_coding"
"757","ENSG00000135932","CAB39","chr2","+",231577560,231577557,"protein_coding"
"758","ENSG00000162104","ADCY9","chr16","-",4166186,4166443,"protein_coding"
"759","ENSG00000115828","QPCT","chr2","+",37571717,37571859,"protein_coding"
"760","ENSG00000165168","CYBB","chrX","+",37639264,37639312,"protein_coding"
"761","ENSG00000125798","FOXA2","chr20","-",22566093,22564901,"protein_coding"
"762","ENSG00000162891","IL20","chr1","+",207038699,207038968,"protein_coding"
"763","ENSG00000198502","HLA-DRB5","chr6","-",32498064,32498064,"protein_coding"
"764","ENSG00000152804","HHEX","chr10","+",94449708,94449712,"protein_coding"
"765","ENSG00000163739","CXCL1","chr4","+",74735110,74735110,"protein_coding"
"766","ENSG00000141639","MAPK4","chr18","+",48086448,48086464,"protein_coding"
"767","ENSG00000130653","PNPLA7","chr9","-",140444986,140444843,"protein_coding"
"768","ENSG00000123329","ARHGAP9","chr12","-",57882597,57871650,"protein_coding"
"769","ENSG00000162892","IL24","chr1","+",207070788,207070788,"protein_coding"
"770","ENSG00000132965","ALOX5AP","chr13","+",31287615,31309715,"protein_coding"
"771","ENSG00000171132","PRKCE","chr2","+",45878484,45878420,"protein_coding"
"772","ENSG00000152266","PTH","chr11","-",13517728,13517542,"protein_coding"
"773","ENSG00000087253","LPCAT2","chr16","+",55542910,55542984,"protein_coding"
"774","ENSG00000138190","EXOC6","chr10","+",94594470,94608278,"protein_coding"
"775","ENSG00000155660","PDIA4","chr7","-",148725733,148725560,"protein_coding"
"776","ENSG00000166333","ILK","chr11","+",6624938,6625004,"protein_coding"
"777","ENSG00000184293","CLECL1","chr12","-",9885895,9885779,"protein_coding"
"778","ENSG00000181856","SLC2A4","chr17","+",7184986,7185039,"protein_coding"
"779","ENSG00000115325","DOK1","chr2","+",74776153,74781877,"protein_coding"
"780","ENSG00000212725","KRTAP2-1","chr17","-",39203568,39203568,"protein_coding"
"781","ENSG00000167461","RAB8A","chr19","+",16222439,16222699,"protein_coding"
"782","ENSG00000078399","HOXA9","chr7","-",27214799,27205156,"protein_coding"
"783","ENSG00000078269","SYNJ2","chr6","+",158402919,158402906,"protein_coding"
"784","ENSG00000172817","CYP7B1","chr8","-",65711318,65711294,"protein_coding"
"785","ENSG00000170017","ALCAM","chr3","+",105085753,105085753,"protein_coding"
"786","ENSG00000138669","PRKG2","chr4","-",82136271,82136376,"protein_coding"
"787","ENSG00000175426","PCSK1","chr5","-",95769847,95768952,"protein_coding"
"788","ENSG00000170180","GYPA","chr4","-",145061904,145061871,"protein_coding"
"789","ENSG00000112182","BACH2","chr6","-",91006627,91006562,"protein_coding"
"790","ENSG00000175018","TEX36","chr10","-",127371713,127371703,"protein_coding"
"791","ENSG00000101916","TLR8","chrX","+",12924739,12924739,"protein_coding"
"792","ENSG00000147065","MSN","chrX","+",64808257,64887521,"protein_coding"
"793","ENSG00000124216","SNAI1","chr20","+",48599536,48599517,"protein_coding"
"794","ENSG00000129467","ADCY4","chr14","-",24804299,24804277,"protein_coding"
"795","ENSG00000126803","HSPA2","chr14","+",65002623,65007459,"protein_coding"
"796","ENSG00000136717","BIN1","chr2","-",127864931,127864658,"protein_coding"
"797","ENSG00000180549","FUT7","chr9","-",139927462,139927503,"protein_coding"
"798","ENSG00000113070","HBEGF","chr5","-",139726216,139726188,"protein_coding"
"799","ENSG00000073921","PICALM","chr11","-",85780924,85780117,"protein_coding"
"800","ENSG00000180871","CXCR2","chr2","+",218990012,218990786,"protein_coding"
"801","ENSG00000101439","CST3","chr20","-",23619110,23618592,"protein_coding"
"802","ENSG00000162881","OXER1","chr2","-",42991401,42991275,"protein_coding"
"803","ENSG00000169194","IL13","chr5","+",131991955,131993865,"protein_coding"
"804","ENSG00000158473","CD1D","chr1","+",158149737,158149737,"protein_coding"
"805","ENSG00000085117","CD82","chr11","+",44585977,44587215,"protein_coding"
"806","ENSG00000198431","TXNRD1","chr12","+",104609557,104680810,"protein_coding"
"807","ENSG00000111796","KLRB1","chr12","-",9760482,9760511,"protein_coding"
"808","ENSG00000198885","ITPRIPL1","chr2","+",96991069,96991055,"protein_coding"
"809","ENSG00000071051","NCK2","chr2","+",106361354,106361369,"protein_coding"
"810","ENSG00000107201","DDX58","chr9","-",32526322,32526193,"protein_coding"
"811","ENSG00000157873","TNFRSF14","chr1","+",2487078,2488002,"protein_coding"
"812","ENSG00000163501","IHH","chr2","-",219925189,219925643,"protein_coding"
"813","ENSG00000121858","TNFSF10","chr3","-",172241297,172241220,"protein_coding"
"814","ENSG00000138684","IL21","chr4","-",123542224,123542224,"protein_coding"
"815","ENSG00000198019","FCGR1B","chr1","-",120935937,120935917,"protein_coding"
"816","ENSG00000137507","LRRC32","chr11","-",76381791,76381791,"protein_coding"
"817","ENSG00000171860","C3AR1","chr12","-",8219067,8218955,"protein_coding"
"818","ENSG00000169692","AGPAT2","chr9","-",139581875,139581894,"protein_coding"
"819","ENSG00000196235","SUPT5H","chr19","+",39926796,39936222,"protein_coding"
"820","ENSG00000091181","IL5RA","chr3","-",3168297,3151676,"protein_coding"
"821","ENSG00000007171","NOS2","chr17","-",26127525,26127553,"protein_coding"
"822","ENSG00000129682","FGF13","chrX","-",138304939,138287185,"protein_coding"
"823","ENSG00000197386","HTT","chr4","+",3076408,3076417,"protein_coding"
"824","ENSG00000057608","GDI2","chr10","-",5884095,5855393,"protein_coding"
"825","ENSG00000088320","REM1","chr20","+",30063096,30063091,"protein_coding"
"826","ENSG00000034713","GABARAPL2","chr16","+",75600249,75600277,"protein_coding"
"827","ENSG00000179299","NSUN7","chr4","+",40751914,40751972,"protein_coding"
"828","ENSG00000149311","ATM","chr11","+",108093211,108093794,"protein_coding"
"829","ENSG00000084070","SMAP2","chr1","+",40810522,40839399,"protein_coding"
"830","ENSG00000196914","ARHGEF12","chr11","+",120207623,120207122,"protein_coding"
"831","ENSG00000126264","HCST","chr19","+",36393382,36393431,"protein_coding"
"832","ENSG00000143033","MTF2","chr1","+",93544792,93544840,"protein_coding"
"833","ENSG00000138496","PARP9","chr3","-",122283424,122283122,"protein_coding"
"834","ENSG00000163219","ARHGAP25","chr2","+",68906733,68961943,"protein_coding"
"835","ENSG00000165409","TSHR","chr14","+",81421333,81421967,"protein_coding"
"836","ENSG00000043591","ADRB1","chr10","+",115803815,115803625,"protein_coding"
"837","ENSG00000165731","RET","chr10","+",43572475,43572517,"protein_coding"
"838","ENSG00000137076","TLN1","chr9","-",35732392,35732186,"protein_coding"
"839","ENSG00000178607","ERN1","chr17","-",62208179,62207501,"protein_coding"
"840","ENSG00000204632","HLA-G","chr6","+",29794744,29795602,"protein_coding"
"841","ENSG00000120885","CLU","chr8","-",27472548,27472217,"protein_coding"
"842","ENSG00000170385","SLC30A1","chr1","-",211752084,211752503,"protein_coding"
"843","ENSG00000003400","CASP10","chr2","+",202047604,202047864,"protein_coding"
"844","ENSG00000101665","SMAD7","chr18","-",46477081,46475703,"protein_coding"
"845","ENSG00000196917","HCAR1","chr12","-",123215390,123215347,"protein_coding"
"846","ENSG00000143061","IGSF3","chr1","-",117210377,117210329,"protein_coding"
"847","ENSG00000142224","IL19","chr1","+",206972215,207009820,"protein_coding"
"848","ENSG00000062282","DGAT2","chr11","+",75470557,75479823,"protein_coding"
"849","ENSG00000159842","ABR","chr17","-",1132315,1083271,"protein_coding"
"850","ENSG00000159720","ATP6V0D1","chr16","-",67515140,67515048,"protein_coding"
"851","ENSG00000084234","APLP2","chr11","+",129939732,129939789,"protein_coding"
"852","ENSG00000155307","SAMSN1","chr21","-",15955723,15918636,"protein_coding"
"853","ENSG00000198053","SIRPA","chr20","+",1874813,1876053,"protein_coding"
"854","ENSG00000196296","ATP2A1","chr16","+",28889726,28889809,"protein_coding"
"855","ENSG00000126246","IGFLR1","chr19","-",36233354,36233350,"protein_coding"
"856","ENSG00000126010","GRPR","chrX","+",16141679,16141688,"protein_coding"
"857","ENSG00000069493","CLEC2D","chr12","+",9817565,9822313,"protein_coding"
"858","ENSG00000055955","ITIH4","chr3","-",52865495,52864688,"protein_coding"
"859","ENSG00000063660","GPC1","chr2","+",241375088,241375107,"protein_coding"
"860","ENSG00000198561","CTNND1","chr11","+",57520715,57529279,"protein_coding"
"861","ENSG00000184937","WT1","chr11","-",32457176,32457085,"protein_coding"
"862","ENSG00000161203","AP2M1","chr3","+",183892477,183892643,"protein_coding"
"863","ENSG00000049759","NEDD4L","chr18","+",55711599,55888803,"protein_coding"
"864","ENSG00000141027","NCOR1","chr17","-",16121499,16118848,"protein_coding"
"865","ENSG00000085276","MECOM","chr3","-",169381406,169381454,"protein_coding"
"866","ENSG00000155465","SLC7A7","chr14","-",23299029,23284643,"protein_coding"
"867","ENSG00000107954","NEURL1","chr10","+",105253736,105254055,"protein_coding"
"868","ENSG00000182541","LIMK2","chr22","+",31608225,31608284,"protein_coding"
"869","ENSG00000151883","PARP8","chr5","+",49961733,49962529,"protein_coding"
"870","ENSG00000115523","GNLY","chr2","+",85912298,85921508,"protein_coding"
"871","ENSG00000137745","MMP13","chr11","-",102826463,102826461,"protein_coding"
"872","ENSG00000100146","SOX10","chr22","-",38383429,38380550,"protein_coding"
"873","ENSG00000173083","HPSE","chr4","-",84256306,84255998,"protein_coding"
"874","ENSG00000079482","OPHN1","chrX","-",67653755,67653329,"protein_coding"
"875","ENSG00000213047","DENND1B","chr1","-",197744826,197744610,"protein_coding"
"876","ENSG00000185245","GP1BA","chr17","+",4835592,4835572,"protein_coding"
"877","ENSG00000183691","NOG","chr17","+",54671060,54671060,"protein_coding"
"878","ENSG00000163041","H3F3A","chr1","+",226249552,226250417,"protein_coding"
"879","ENSG00000143546","S100A8","chr1","-",153363664,153363549,"protein_coding"
"880","ENSG00000170006","TMEM154","chr4","-",153601317,153601118,"protein_coding"
"881","ENSG00000166167","BTRC","chr10","+",103113790,103113922,"protein_coding"
"882","ENSG00000147416","ATP6V1B2","chr8","+",20054878,20054892,"protein_coding"
"883","ENSG00000105855","ITGB8","chr7","+",20370325,20370338,"protein_coding"
"884","ENSG00000119139","TJP2","chr9","+",71736180,71789198,"protein_coding"
"885","ENSG00000172175","MALT1","chr18","+",56338618,56338697,"protein_coding"
"886","ENSG00000114737","CISH","chr3","-",50649262,50649205,"protein_coding"
"887","ENSG00000140750","ARHGAP17","chr16","-",25026987,25026652,"protein_coding"
"888","ENSG00000163508","EOMES","chr3","-",27764202,27763814,"protein_coding"
"889","ENSG00000131981","LGALS3","chr14","+",55590828,55595970,"protein_coding"
"890","ENSG00000075651","PLD1","chr3","-",171528740,171528254,"protein_coding"
"891","ENSG00000171408","PDE7B","chr6","+",136172834,136173011,"protein_coding"
"892","ENSG00000127318","IL22","chr12","-",68647387,68647387,"protein_coding"
"893","ENSG00000197879","MYO1C","chr17","-",1396106,1389054,"protein_coding"
"894","ENSG00000150337","FCGR1A","chr1","+",149754227,149754227,"protein_coding"
"895","ENSG00000033867","SLC4A7","chr3","-",27525911,27525875,"protein_coding"
"896","ENSG00000198947","DMD","chrX","-",33357558,31285069,"protein_coding"
"897","ENSG00000198959","TGM2","chr20","-",36794980,36793672,"protein_coding"
"898","ENSG00000165029","ABCA1","chr9","-",107690518,107690436,"protein_coding"
"899","ENSG00000139687","RB1","chr13","+",48877887,48878016,"protein_coding"
"900","ENSG00000187554","TLR5","chr1","-",223316624,223316590,"protein_coding"
"901","ENSG00000166407","LMO1","chr11","-",8290263,8290334,"protein_coding"
"902","ENSG00000110244","APOA4","chr11","-",116694022,116694020,"protein_coding"
"903","ENSG00000079459","FDFT1","chr8","+",11653082,11660250,"protein_coding"
"904","ENSG00000160213","CSTB","chr21","-",45196326,45196189,"protein_coding"
"905","ENSG00000106799","TGFBR1","chr9","+",101866320,101867398,"protein_coding"
"906","ENSG00000136689","IL1RN","chr2","+",113864791,113885175,"protein_coding"
"907","ENSG00000184216","IRAK1","chrX","-",153285431,153285348,"protein_coding"
"908","ENSG00000136213","CHST12","chr7","+",2443195,2443246,"protein_coding"
"909","ENSG00000171049","FPR2","chr19","+",52255279,52264433,"protein_coding"
"910","ENSG00000181847","TIGIT","chr3","+",113995760,114012875,"protein_coding"
"911","ENSG00000154358","OBSCN","chr1","+",228395831,228395745,"protein_coding"
"912","ENSG00000160271","RALGDS","chr9","-",136024721,135996627,"protein_coding"
"913","ENSG00000115310","RTN4","chr2","-",55339757,55277587,"protein_coding"
"914","ENSG00000177189","RPS6KA3","chrX","-",20285218,20285000,"protein_coding"
"915","ENSG00000185201","IFITM2","chr11","+",307631,308200,"protein_coding"
"916","ENSG00000135596","MICAL1","chr6","-",109787171,109776975,"protein_coding"
"917","ENSG00000103710","RASL12","chr15","-",65369028,65360329,"protein_coding"
"918","ENSG00000013583","HEBP1","chr12","-",13153207,13153196,"protein_coding"
"919","ENSG00000167850","CD300C","chr17","-",72542282,72542252,"protein_coding"
"920","ENSG00000149091","DGKZ","chr11","+",46354455,46369016,"protein_coding"
"921","ENSG00000069399","BCL3","chr19","+",45250962,45251965,"protein_coding"
"922","ENSG00000079215","SLC1A3","chr5","+",36606457,36606708,"protein_coding"
"923","ENSG00000152601","MBNL1","chr3","+",151961617,151986721,"protein_coding"
"924","ENSG00000164047","CAMP","chr3","+",48264837,48264985,"protein_coding"
"925","ENSG00000143622","RIT1","chr1","-",155881195,155881163,"protein_coding"
"926","ENSG00000197153","HIST1H3J","chr6","-",27860884,27858604,"protein_coding"
"927","ENSG00000150782","IL18","chr11","-",112034840,112034817,"protein_coding"
"928","ENSG00000030582","GRN","chr17","+",42422454,42422670,"protein_coding"
"929","ENSG00000132694","ARHGEF11","chr1","-",157015162,157015534,"protein_coding"
"930","ENSG00000169439","SDC2","chr8","+",97505579,97506041,"protein_coding"
"931","ENSG00000226979","LTA","chr6","+",31539831,31540066,"protein_coding"
"932","ENSG00000198734","F5","chr1","-",169555826,169555719,"protein_coding"
"933","ENSG00000158825","CDA","chr1","+",20915441,20915591,"protein_coding"
"934","ENSG00000096433","ITPR3","chr6","+",33588142,33589112,"protein_coding"
"935","ENSG00000257017","HP","chr16","+",72088491,72090076,"protein_coding"
"936","ENSG00000205268","PDE7A","chr8","-",66754557,66754299,"protein_coding"
"937","ENSG00000204640","NMS","chr2","+",101086944,101086944,"protein_coding"
"938","ENSG00000147408","CSGALNACT1","chr8","-",19615540,19614782,"protein_coding"
"939","ENSG00000146192","FGD2","chr6","+",36973422,36973431,"protein_coding"
"940","ENSG00000145901","TNIP1","chr5","-",150473138,150460567,"protein_coding"
"941","ENSG00000145777","TSLP","chr5","+",110405760,110409072,"protein_coding"
"942","ENSG00000164741","DLC1","chr8","-",13462119,12990793,"protein_coding"
"943","ENSG00000163464","CXCR1","chr2","-",219031718,219031685,"protein_coding"
"944","ENSG00000115091","ACTR3","chr2","+",114647537,114647708,"protein_coding"
"945","ENSG00000148908","RGS10","chr10","-",121302220,121302225,"protein_coding"
"946","ENSG00000122194","PLG","chr6","+",161123270,161123270,"protein_coding"
"947","ENSG00000122180","MYOG","chr1","-",203055164,203055138,"protein_coding"
"948","ENSG00000136158","SPRY2","chr13","-",80915086,80915261,"protein_coding"
"949","ENSG00000198909","MAP3K3","chr17","+",61699775,61699777,"protein_coding"
"950","ENSG00000116604","MEF2D","chr1","-",156470620,156470567,"protein_coding"
"951","ENSG00000075785","RAB7A","chr3","+",128444965,128445026,"protein_coding"
"952","ENSG00000158517","NCF1","chr7","+",74188309,74188309,"protein_coding"
"953","ENSG00000180739","S1PR5","chr19","-",10628607,10628123,"protein_coding"
"954","ENSG00000113580","NR3C1","chr5","-",142815077,142783251,"protein_coding"
"955","ENSG00000163736","PPBP","chr4","-",74853914,74853907,"protein_coding"
"956","ENSG00000143185","XCL2","chr1","-",168513235,168513235,"protein_coding"
"957","ENSG00000177301","KCNA2","chr1","-",111174096,111150005,"protein_coding"
"958","ENSG00000107099","DOCK8","chr9","+",214854,214868,"protein_coding"
"959","ENSG00000117461","PIK3R3","chr1","-",46598708,46598301,"protein_coding"
"960","ENSG00000113140","SPARC","chr5","-",151066726,151066476,"protein_coding"
"961","ENSG00000168003","SLC3A2","chr11","+",62623574,62648368,"protein_coding"
"962","ENSG00000166313","APBB1","chr11","-",6440644,6440298,"protein_coding"
"963","ENSG00000171488","LRRC8C","chr1","+",90098631,90098266,"protein_coding"
"964","ENSG00000198055","GRK6","chr5","+",176830205,176853684,"protein_coding"
"965","ENSG00000184574","LPAR5","chr12","-",6745613,6745125,"protein_coding"
"966","ENSG00000183395","PMCH","chr12","-",102591623,102591591,"protein_coding"
"967","ENSG00000165030","NFIL3","chr9","-",94186144,94186114,"protein_coding"
"968","ENSG00000123612","ACVR1C","chr2","-",158485517,158485376,"protein_coding"
"969","ENSG00000125733","TRIP10","chr19","+",6737936,6739691,"protein_coding"
"970","ENSG00000100596","SPTLC2","chr14","-",78083116,78082980,"protein_coding"
"971","ENSG00000123908","AGO2","chr8","-",141645718,141645732,"protein_coding"
"972","ENSG00000090659","CD209","chr19","-",7812450,7812481,"protein_coding"
"973","ENSG00000131196","NFATC1","chr18","+",77155856,77155930,"protein_coding"
"974","ENSG00000099194","SCD","chr10","+",102106881,102106990,"protein_coding"
"975","ENSG00000198087","CD2AP","chr6","+",47445525,47445525,"protein_coding"
"976","ENSG00000187990","HIST1H2BG","chr6","-",26216872,26216911,"protein_coding"
"977","ENSG00000173334","TRIB1","chr8","+",126442563,126442602,"protein_coding"
"978","ENSG00000157766","ACAN","chr15","+",89346674,89346667,"protein_coding"
"979","ENSG00000108821","COL1A1","chr17","-",48278993,48278992,"protein_coding"
"980","ENSG00000138395","CDK15","chr2","+",202655184,202719512,"protein_coding"
"981","ENSG00000115020","PIKFYVE","chr2","+",209130991,209130979,"protein_coding"
"982","ENSG00000164056","SPRY1","chr4","+",124317950,124317967,"protein_coding"
"983","ENSG00000005020","SKAP2","chr7","-",27034858,26904209,"protein_coding"
"984","ENSG00000118432","CNR1","chr6","-",88876078,88876066,"protein_coding"
"985","ENSG00000158813","EDA","chrX","+",68835911,68835959,"protein_coding"
"986","ENSG00000073969","NSF","chr17","+",44668035,44668035,"protein_coding"
"987","ENSG00000137486","ARRB1","chr11","-",75062749,75062704,"protein_coding"
"988","ENSG00000111424","VDR","chr12","-",48336831,48298805,"protein_coding"
"989","ENSG00000185885","IFITM1","chr11","+",313506,314040,"protein_coding"
"990","ENSG00000115267","IFIH1","chr2","-",163175213,163175193,"protein_coding"
"991","ENSG00000134352","IL6ST","chr5","-",55290821,55290782,"protein_coding"
"992","ENSG00000174123","TLR10","chr4","-",38784611,38784611,"protein_coding"
"993","ENSG00000148926","ADM","chr11","+",10326227,10326620,"protein_coding"
"994","ENSG00000186980","KRTAP23-1","chr21","-",31720927,31720927,"protein_coding"
"995","ENSG00000162777","DENND2D","chr1","-",111747157,111743268,"protein_coding"
"996","ENSG00000011422","PLAUR","chr19","-",44174699,44174321,"protein_coding"
"997","ENSG00000144668","ITGA9","chr3","+",37493606,37493632,"protein_coding"
"998","ENSG00000104140","RHOV","chr15","-",41166487,41166424,"protein_coding"
"999","ENSG00000168329","CX3CR1","chr3","-",39323226,39321526,"protein_coding"
"1000","ENSG00000145649","GZMA","chr5","+",54398476,54398474,"protein_coding"
"1001","ENSG00000147872","PLIN2","chr9","-",19149288,19127490,"protein_coding"
"1002","ENSG00000058091","CDK14","chr7","+",90095738,90225752,"protein_coding"
"1003","ENSG00000044115","CTNNA1","chr5","+",137946656,138089114,"protein_coding"
"1004","ENSG00000100448","CTSG","chr14","-",25045466,25045456,"protein_coding"
"1005","ENSG00000187688","TRPV2","chr17","+",16318856,16318885,"protein_coding"
"1006","ENSG00000087088","BAX","chr19","+",49458072,49458147,"protein_coding"
"1007","ENSG00000108840","HDAC5","chr17","-",42201070,42201006,"protein_coding"
"1008","ENSG00000104290","FZD3","chr8","+",28351722,28351765,"protein_coding"
"1009","ENSG00000100365","NCF4","chr22","+",37257030,37257048,"protein_coding"
"1010","ENSG00000141337","ARSG","chr17","+",66255323,66287649,"protein_coding"
"1011","ENSG00000163735","CXCL5","chr4","-",74864496,74864394,"protein_coding"
"1012","ENSG00000133401","PDZD2","chr5","+",31639517,31639248,"protein_coding"
"1013","ENSG00000168769","TET2","chr4","+",106067032,106068043,"protein_coding"
"1014","ENSG00000159640","ACE","chr17","+",61554422,61554422,"protein_coding"
"1015","ENSG00000177105","RHOG","chr11","-",3862213,3862184,"protein_coding"
"1016","ENSG00000101109","STK4","chr20","+",43595115,43595153,"protein_coding"
"1017","ENSG00000176165","FOXG1","chr14","+",29234594,29234588,"protein_coding"
"1018","ENSG00000015475","BID","chr22","-",18257536,18257235,"protein_coding"
"1019","ENSG00000213949","ITGA1","chr5","+",52083730,52083588,"protein_coding"
"1020","ENSG00000082781","ITGB5","chr3","-",124620265,124606081,"protein_coding"
"1021","ENSG00000072694","FCGR2B","chr1","+",161632937,161632937,"protein_coding"
"1022","ENSG00000165527","ARF6","chr14","+",50359810,50359814,"protein_coding"
"1023","ENSG00000163932","PRKCD","chr3","+",53190025,53195233,"protein_coding"
"1024","ENSG00000105675","ATP4A","chr19","-",36054560,36054560,"protein_coding"
"1025","ENSG00000172845","SP3","chr2","-",174830430,174828608,"protein_coding"
"1026","ENSG00000128165","ADM2","chr22","+",50919985,50919972,"protein_coding"
"1027","ENSG00000140396","NCOA2","chr8","-",71316040,71316043,"protein_coding"
"1028","ENSG00000166477","LEO1","chr15","-",52264003,52263971,"protein_coding"
"1029","ENSG00000138449","SLC40A1","chr2","-",190448484,190445509,"protein_coding"
"1030","ENSG00000085063","CD59","chr11","-",33757991,33757969,"protein_coding"
"1031","ENSG00000113448","PDE4D","chr5","-",59817947,59064471,"protein_coding"
"1032","ENSG00000166349","RAG1","chr11","+",36532259,36589563,"protein_coding"
"1033","ENSG00000185897","FFAR3","chr19","+",35849362,35849362,"protein_coding"
"1034","ENSG00000179776","CDH5","chr16","+",66400525,66400594,"protein_coding"
"1035","ENSG00000173198","CYSLTR1","chrX","-",77583188,77583084,"protein_coding"
"1036","ENSG00000175175","PPM1E","chr17","+",56833230,56833225,"protein_coding"
"1037","ENSG00000163517","HDAC11","chr3","+",13521224,13521806,"protein_coding"
"1038","ENSG00000140368","PSTPIP1","chr15","+",77285700,77287467,"protein_coding"
"1039","ENSG00000164120","HPGD","chr4","-",175444305,175443639,"protein_coding"
"1040","ENSG00000145192","AHSG","chr3","+",186330712,186330851,"protein_coding"
"1041","ENSG00000100219","XBP1","chr22","-",29196585,29196525,"protein_coding"
"1042","ENSG00000111087","GLI1","chr12","+",57853918,57853574,"protein_coding"
"1043","ENSG00000110777","POU2AF1","chr11","-",111326355,111250000,"protein_coding"
"1044","ENSG00000163534","FCRL1","chr1","-",157789895,157789881,"protein_coding"
"1045","ENSG00000176928","GCNT4","chr5","-",74326724,74326724,"protein_coding"
"1046","ENSG00000198001","IRAK4","chr12","+",44152747,44152771,"protein_coding"
"1047","ENSG00000125740","FOSB","chr19","+",45971253,45971254,"protein_coding"
"1048","ENSG00000071242","RPS6KA2","chr6","-",167319939,167040703,"protein_coding"
"1049","ENSG00000248905","FMN1","chr15","-",33486934,33446945,"protein_coding"
"1050","ENSG00000070190","DAPP1","chr4","+",100737990,100738007,"protein_coding"
"1051","ENSG00000131910","NR0B2","chr1","-",27240457,27240463,"protein_coding"
"1052","ENSG00000138032","PPM1B","chr2","+",44395108,44396014,"protein_coding"
"1053","ENSG00000155657","TTN","chr2","-",179695529,179672149,"protein_coding"
"1054","ENSG00000175779","C15orf53","chr15","+",38988799,38988777,"protein_coding"
"1055","ENSG00000077238","IL4R","chr16","+",27324989,27325295,"protein_coding"
