chr	start	end	gene
chr3	153985335	154047286	DHX36
chr11	55939094	55950032	OR5J2
chr3	147098833	147129647	ZIC4
chr11	55729975	55740990	OR10AG1
chr11	55413380	55424315	OR4S2
chr12	117343761	117473953	FBXW8
chr16	87916625	87975135	CA5A
chr16	29784561	29798096	ZG16
chr11	66019765	66040331	KLC2
chr6	160537821	160584750	SLC22A1
chr10	127260091	127376713	TEX36
chr10	126671421	126854739	CTBP2
chr3	142833173	142846800	CHST2
chr6	157797165	158104178	ZDHHC14
chr3	142163077	142302668	ATR
chr20	44436215	44450596	UBE2C
chr18	28951740	28999875	DSG4
chr3	141877414	141949449	GK5
chr8	67535722	67584452	VCPIP1
chr3	186910274	186924253	RTP1
chr2	220278099	220296461	DES
chr1	26432664	26457034	PDIK1L
chr3	140765244	140872453	SPSB4
chr11	36592124	36624829	RAG2
chr11	36503577	36536822	TRAF6
chr3	88183254	88198815	ZNF654
chr17	15336205	15471909	TVP23C
chr3	138719648	139081065	MRPS22
chr11	65832834	66017218	PACS1
chr20	43733093	43748813	WFDC5
chr1	32794433	32806980	MARCKSL1
chr1	249099648	249125832	SH3BP5L
chr1	248564296	248575405	OR2T1
chr17	57404050	57484090	YPEL2
chr3	85003132	86128579	CADM2
chr9	136120788	136155617	ABO
chr3	184011497	184031842	PSMD2
chr20	25739102	25853861	FAM182B
chr17	56828230	57063983	PPM1E
chr3	184048714	184069063	FAM131A
chr12	77247495	77277840	CSRP2
chr12	57823543	57849611	INHBC
chr3	183542173	183607721	PARL
chr12	57905371	57919300	DDIT3
chr13	100736269	101187686	PCCA
chr15	72963124	72983490	HIGD2B
chr12	57918885	57946114	DCTN2
chr1	11900766	11913402	NPPA
chr11	46717368	46732462	ZNF408
chr12	58208710	58245522	CTDSP2
chr11	46759598	46872847	CKAP5
chr11	46693630	46727165	ARHGAP1
chr19	862962	898218	MED16
chr11	46633826	46701368	ATG13
chr11	65804423	65821651	GAL3ST3
chr1	11001528	11047094	C1orf127
chr11	45665427	45692172	CHST1
chr15	34666269	34885704	GOLGA8A
chr16	22098859	22173287	VWA3A
chr11	44902454	44977840	TP53I11
chr9	131702809	131714898	DOLK
chr9	131678174	131709320	PHYHD1
chr11	65779223	65798988	CATSPER1
chr8	95886998	95913906	CCNE2
chr5	177630498	177664792	PHYKPL
chr16	21239986	21268750	ANKS4B
chr11	65774312	65785976	CST6
chr15	72447148	72495126	GRAMD2
chr18	14052456	14137489	ZNF519
chr8	38015839	38039248	LSM1
chr5	177414236	177428243	PROP1
chr22	35457129	35488380	ISX
chr11	65764550	65776620	BANF1
chr12	56749353	56761607	APOF
chr15	32317691	32469722	CHRNA7
chr11	8963841	8991558	TMEM9B
chr11	8997123	9030596	NRIP3
chr18	12780477	12934642	PTPN2
chr11	9036071	9164661	SCUBE2
chr11	65759016	65774647	EIF1AD
chr18	45352922	45462515	SMAD2
chr11	7986798	8028409	EIF3F
chr10	38233500	38270561	ZNF25
chr12	56025644	56036638	OR10P1
chr5	175787471	175833866	ARL10
chr5	175814456	175848570	CLTB
chr5	95721119	95774847	PCSK1
chr8	19754228	19829769	LPL
chr5	94977458	95025477	RFESD
chr3	123611152	123685564	CCDC14
chr11	67166386	67182560	TBC1D10C
chr11	65724160	65752299	SART1
chr10	133742955	133778331	PPP2R2D
chr5	94034446	94625279	MCTP1
chr11	67113248	67129443	POLD4
chr11	6215376	6226489	OR52W1
chr19	18496954	18513427	LRRC25
chr2	115194876	116608328	DPP10
chr11	67126639	67146648	CLCF1
chr11	65707916	65732434	TSGA10IP
chr11	5530623	5542935	UBQLNL
chr11	5523530	5536215	UBQLN3
chr10	118300443	118332367	PNLIP
chr11	74197757	74209778	LIPT2
chr11	74160886	74183774	KCNE3
chr11	67214877	67231699	CABP4
chr12	38705380	38722784	ALG10B
chr11	65681728	65694032	DRAP1
chr11	73706326	73725480	UCP3
chr11	73680712	73699352	UCP2
chr11	65679279	65691588	C11orf68
chr11	73582744	73643790	PAAF1
chr11	73493361	73581178	MRPL48
chr11	73381683	73477182	RAB6A
chr11	72924343	72952397	P2RY2
chr11	65654520	65673044	FOSL1
chr16	14009014	14051202	ERCC4
chr7	40169575	40905362	SUGCT
chr11	65652875	65664105	CCDC85B
chr8	74879672	74900018	TMEM70
chr11	48233344	48244314	OR4B1
chr11	67190931	67207872	RPS6KB2
chr16	11338476	11450619	RMI2
chr16	11369693	11380207	PRM1
chr17	17741828	17880736	TOM1L2
chr13	31501840	31554639	TEX26
chr19	2928216	2949969	ZNF77
chr3	119878492	120008941	GPR156
chr14	94458616	94483040	LINC00521
chr2	110964106	111007997	LINC00116
chr1	27271053	27291897	KDF1
chr17	80895031	81014686	B3GNTL1
chr12	122511628	122636894	MLXIP
chr11	130537851	130592247	C11orf44
chr5	92914043	92935321	NR2F1
chr15	39537885	39552046	C15orf54
chr1	1304110	1315875	AURKAIP1
chr9	124579207	124860885	TTLL11
chr5	176052683	176078642	EIF4E1B
chr9	37577643	37597639	TOMM5
chr2	111127715	111147019	LINC01106
chr11	130179888	130268688	RP11-121M22.1
chr15	38983799	38997239	C15orf53
chr12	69134886	69192508	SLC35E3
chr14	94179644	94259827	PRIMA1
chr9	97016593	97068736	ZNF169
chr3	127778621	127877757	RUVBL1
chr1	27184633	27195947	SFN
chr8	9906778	10291401	MSRA
chr13	103376801	103394159	CCDC168
chr17	7141910	7160810	CTDNEP1
chr17	41600212	41661988	ETV4
chr9	131032658	131056269	SWI5
chr5	57782262	57797917	GAPT
chr17	79003948	79096232	BAIAP2
chr11	14921543	15108888	CALCB
chr2	101957013	102009057	CREG2
chr7	73270489	73285223	WBSCR28
chr2	176989422	177002423	HOXD8
chr9	14606069	14698469	ZDHHC21
chr21	45912775	46136495	TSPEAR
chr8	96141032	96173912	PLEKHF2
chr12	9215260	9273825	A2M
chr17	41471327	41483505	ARL4D
chr17	78972135	78983932	AC127496.1
chr4	3460033	3508200	DOK7
chr3	3836121	3894387	LRRN1
chr17	74380532	74454288	UBE2O
chr16	30955387	30972782	ORAI3
chr8	124652767	124670190	KLHL38
chr12	121143238	121166443	UNC119B
chr1	115120469	115218043	DENND2C
chr14	69946409	70000215	PLEKHD1
chr11	8954119	8969580	ASCL3
chr18	12302668	12349319	TUBB6
chr5	89806428	89830401	LYSMD3
chr1	1162629	1175421	B3GALT6
chr19	52425400	52457012	ZNF613
chr11	8936623	8959553	C11orf16
chr3	111748690	111805116	TMPRSS7
chr16	28543606	28555495	NUPR1
chr5	146962990	147167338	JAKMIP2
chr5	89749020	89775585	MBLAC2
chr9	140081069	140103645	TPRN
chr1	152622953	152634280	LINC00302
chr1	26683125	26706013	ZNF683
chr5	139939041	139953688	SLC35A4
chr1	26643350	26685621	AIM1L
chr3	49756727	49828975	IP6K1
chr9	140078099	140089822	SSNA1
chr11	33093734	33188917	CSTF3
chr18	716588	817547	YES1
chr17	78960398	78988317	CHMP6
chr13	50651307	51302372	DLEU1
chr7	100481346	100492339	UFSP1
chr9	69645263	69665358	AL445665.1
chr18	13819154	13831861	MC5R
chr3	119143347	119192677	TMEM39A
chr11	33055963	33132489	TCP11L1
chr14	65400870	65414531	GPX2
chr17	80054336	80175706	CCDC57
chr17	56492528	56570745	HSF5
chr14	29230050	29243870	FOXG1
chr17	74367665	74388941	SPHK1
chr10	133776578	133800435	BNIP3
chr22	40134049	40294868	ENTHD1
chr19	46388278	46410862	MYPOP
chr18	12249318	12282594	CIDEA
chr14	20705898	20716979	OR11H4
chr11	59266049	59276984	OR4D11
chr2	76969845	77825445	LRRTM4
chr17	29153988	29227887	ATAD5
chr8	42391298	42414603	SMIM19
chr14	20686791	20697964	OR11H6
chr19	44371515	44410537	ZNF404
chr18	67666029	67878181	RTTN
chr14	20580566	20591597	OR4K17
chr19	16054818	16065768	OR10H4
chr11	5367738	5378676	OR51B6
chr10	15114522	15135775	ACBD7
chr14	20523204	20534142	OR4L1
chr9	140064236	140087989	ANAPC2
chr14	20497003	20507919	OR4K13
chr1	34321076	34335392	HMGB4
chr1	33060773	33121504	ZBTB8OS
chr8	111049	122043	OR4F21
chr10	95648730	95720819	SLC35G1
chr14	20383741	20394818	OR4K5
chr19	58565607	58602677	ZNF135
chr14	20182174	20301531	OR4N2
chr14	20243401	20254516	OR4M1
chr11	118837417	118857001	FOXR1
chr1	158162712	158178667	RP11-404O13.5
chr11	63737079	63749015	COX8A
chr17	47910671	47930379	TAC4
chr15	85139217	85176027	ZSCAN2
chr6	166714168	166726936	PRR18
chr12	122683090	122698499	B3GNT4
chr9	116013115	116042869	CDC26
chr16	67459555	67476456	HSD11B2
chr17	29091406	29156794	CRLF3
chr1	201946500	201980275	RNPEP
chr19	40023890	40035870	EID2
chr9	22441840	22460739	DMRTA1
chr19	40016630	40028494	EID2B
chr7	99515892	99532243	GJC3
chr8	104507976	105273322	RIMS2
chr2	85193216	85291595	KCMF1
chr12	56857301	56869763	SPRYD4
chr7	73077155	73091442	VPS37D
chr14	38718308	38730574	CLEC14A
chr14	95878831	95947173	SYNE3
chr1	155227659	155253282	CLK2
chr15	34646106	34664479	LPCAT4
chr15	92391925	92720665	SLCO3A1
chr19	44024649	44045282	ZNF575
chr14	100837755	101001640	WDR25
chr16	28560236	28608111	SGF29
chr11	63335667	63389355	PLA2G16
chr19	2709565	2726416	DIRAS1
chr11	59126885	59137921	OR5AN1
chr6	1075164	1110181	RP5-856G1.2
chr19	43974106	44014087	PHLDB3
chr7	29598427	29611911	PRR15
chr19	2506217	2707707	GNG7
chr11	48382037	48393017	OR4C5
chr3	113362232	113420493	USF3
chr11	48341472	48352507	OR4C3
chr11	48322775	48333704	OR4S1
chr17	40945810	40968605	CNTD1
chr8	88877973	88891296	DCAF4L2
chr8	87873670	88632447	CNBD1
chr8	1917044	1960102	KBTBD11
chr3	182966032	183021292	B3GNT5
chr2	135717061	135810038	MAP3K19
chr14	99172950	99189098	C14orf177
chr19	2422636	2461994	LMNB2
chr8	87475486	87531586	RMDN1
chr18	48695920	48749674	MEX3C
chr22	30471163	30578064	HORMAD2
chr18	59470296	59566480	RNF152
chr17	30814540	31209195	MYO1D
chr20	58625980	58653008	C20orf197
chr16	86604974	86620303	FOXL1
chr17	44365099	44420160	LRRC37A
chr16	86595857	86607539	FOXC2
chr19	102471	116696	OR4F17
chr11	27671440	27748605	BDNF
chr2	27843506	27856879	CCDC121
chr16	89149783	89227254	ACSF3
chr2	242493136	242518546	BOK
chr16	31440569	31459346	ZNF843
chr8	86121311	86137650	C8orf59
chr2	24333241	24351347	PFN4
chr11	5215965	5226930	OR51V1
chr17	30808637	30823274	CDK5R1
chr1	203996575	204015393	LINC00303
chr10	132885654	133114984	TCERG1L
chr2	133424374	134331034	NCKAP5
chr8	7688993	7703764	DEFB104A
chr5	178972559	179042027	RUFY1
chr11	5074880	5085857	OR52E2
chr5	17060707	17281943	BASP1
chr8	7733726	7745186	DEFB103A
chr11	5015213	5026160	OR51L1
chr17	62845430	62920598	LRRC37A3
chr12	118496398	118578831	VSIG10
chr19	4764117	4777545	MIR7-3HG
chr16	54959774	54973397	IRX5
chr17	81032567	81057864	METRNL
chr8	124775696	124832692	FAM91A1
chr12	118465712	118505235	WSB2
chr9	140027842	140068207	GRIN1
chr2	5827799	5846516	SOX11
chr18	652604	678578	TYMS
chr11	4930900	4941922	OR51G2
chr12	133259192	133302276	PXMP2
chr11	4923600	4934538	OR51A7
chr11	4898049	4909113	OR51T1
chr14	74173494	74186128	PNMA1
chr11	4875886	4886794	OR51H1
chr8	40005989	40017821	C8orf4
chr19	49210999	49227978	MAMSTR
chr12	133297254	133343474	ANKLE2
chr9	139834698	139846426	C8G
chr19	49194228	49214207	FUT2
chr11	4864427	4875514	OR51S1
chr11	4837551	4848686	OR51F2
chr17	28251218	28440470	EFCAB5
chr5	74318289	74331724	GCNT4
chr3	195442753	195472994	MUC20
chr2	242518820	242581864	THAP4
chr16	28957128	28983418	NFATC2IP
chr8	144234331	144247128	LY6H
chr11	27010628	27023630	FIBIN
chr17	18226187	18271856	SHMT1
chr9	139999994	140014629	DPP7
chr4	165948105	165967896	TRIM60
chr10	75499120	75536919	SEC24C
chr17	18213624	18231517	SMCR8
chr1	11840780	11871977	MTHFR
chr8	7322830	7337604	DEFB104B
chr19	58464805	58490902	C19orf18
chr11	639233	711715	DEAF1
chr5	79270584	79292082	MTX3
chr11	690428	710028	TMEM80
chr19	46263043	46277484	SIX5
chr9	21135631	21147144	IFNW1
chr19	46208887	46239162	FBXO46
chr11	19133646	19202969	ZDHHC13
chr5	54916673	55074022	SLC38A9
chr9	19403925	19457018	ACER2
chr15	85180999	85202574	WDR73
chr12	133195348	133268951	POLE
chr22	42465255	42480445	FAM109B
chr11	117999092	118028603	SCN4B
chr11	117293489	117693240	DSCAML1
chr11	3843208	3867213	RHOG
chr11	689438	732727	EPS8L2
chr14	77592613	77614077	ZDHHC22
chr12	45604770	45839187	ANO6
chr9	129617944	129653157	ZBTB34
chr18	575367	586524	CETN1
chr18	13658346	13731662	FAM210A
chr1	248796588	248807559	OR2T35
chr11	742329	770024	TALDO1
chr12	132374196	132412712	ULK1
chr1	248507077	248518015	OR14C36
chr1	42841466	42893249	RIMKLA
chr8	61964717	62419204	CLVS1
chr1	248481894	248492899	OR2M7
chr19	41926264	41939635	B3GNT8
chr12	132408745	132433406	PUS1
chr16	53083945	53368062	CHD9
chr1	248452918	248463880	OR2T12
chr19	49105000	49115970	SPACA4
chr1	248431073	248442138	OR2T33
chr11	762220	782488	PDDC1
chr10	122352721	122364629	LINC01561
chr16	31220342	31241510	TRIM72
chr9	139976379	140008635	MAN1B1
chr8	7281410	7292870	DEFB103B
chr8	7267382	7279385	DEFB4B
chr1	111209310	111222655	KCNA3
chr1	248092071	248103057	OR2AJ1
chr10	35922177	35935362	FZD8
chr10	35889338	35902863	GJD4
chr17	6674542	6705420	FBXO39
chr1	111131202	111179096	KCNA2
chr17	18169742	18223321	TOP3A
chr17	73491342	73516664	CASKIN2
chr3	141038055	141173634	ZBTB38
chr17	71741469	71829659	LINC00469
chr3	49194968	49208754	CCDC71
chr10	50502187	50540537	C10orf71
chr12	31259586	31364088	OVOS2
chr11	62448874	62462371	LRRN4CL
chr17	895357	911911	TIMM22
chr17	1952448	1967981	HIC1
chr19	49617646	49659283	PPFIA3
chr3	184423156	184434836	MAGEF1
chr21	43478068	43568563	UMODL1
chr7	92754368	92782682	SAMD9L
chr1	64664310	64738051	UBE2U
chr12	79963759	80089877	PAWR
chr18	3406606	3463409	TGIF1
chr17	18158848	18174866	MIEF2
chr4	89612066	89624386	NAP1L5
chr5	43187173	43285952	NIM1K
chr16	28938260	28955667	CD19
chr8	99071539	99110838	ERICH5
chr1	248079320	248090258	OR2T8
chr3	14984091	15100107	NR2C2
chr19	46088022	46110466	GPR4
chr14	74053410	74068200	ACOT4
chr6	137808336	137820531	OLIG3
chr17	40549470	40580535	PTRF
chr1	247763856	247774838	OR2G3
chr3	48951254	49028815	ARIH2
chr2	238702032	238756451	RBM44
chr1	247746662	247757615	OR2G2
chr3	111306747	111319290	ZBED2
chr16	54312216	54325675	IRX3
chr18	55013044	55043962	ST8SIA3
chr2	154328852	154340322	RPRM
chr1	247609255	247620308	OR2B11
chr11	785475	803316	SLC25A22
chr16	28910742	28952847	RABEP2
chr1	116373998	116391538	NHLH2
chr5	151116877	151157093	ATOX1
chr19	35710703	35724632	FAM187B
chr3	176732143	176920261	TBL1XR1
chr8	119196698	119639234	SAMD12
chr12	7618409	7661489	CD163
chr18	47003028	47018622	C18orf32
chr11	794179	814753	PIDD1
chr13	74982094	74998252	RP11-512C24.3
chr19	11903482	11925437	ZNF491
chr11	804647	817880	RPLP2
chr1	59241465	59254785	JUN
chr10	53450247	53464355	CSTF2T
chr1	230452392	230566475	PGBD5
chr12	48871286	48895295	C12orf54
chr1	155199243	155219490	GBA
chr3	128593439	128639910	ACAD9
chr22	17560844	17601583	IL17RA
chr11	813902	830573	PNPLA2
chr8	29984340	30007202	MBOAT4
chr2	232452575	232463994	C2orf57
chr1	11791141	11819859	AGTRAP
chr12	7494281	7637493	CD163L1
chr7	75826216	75921605	SRRM3
chr7	108189987	108215194	THAP5
chr6	49922962	49936818	DEFB114
chr11	821144	836991	CRACR2B
chr6	149716495	149727177	SUMO4
chr21	34855497	34869027	DNAJC28
chr15	102457245	102468298	OR4F4
chr3	174151363	175528428	NAALADL2
chr11	827843	844831	CD151
chr11	832356	847545	POLR2L
chr7	187969	305711	FAM20C
chr3	110783918	110999410	PVRL3
chr8	11183397	11194717	SLC35G5
chr5	43034335	43048272	ANXA2R
chr17	73432240	73501171	TMEM94
chr17	18143150	18167230	FLII
chr20	301207	315865	SOX12
chr5	137082075	137095039	HNRNPA0
chr4	44619086	44685573	YIPF7
chr1	747751	760214	FAM87B
chr1	229389028	229411775	RP5-1061H20.4
chr10	75386412	75406515	MYOZ1
chr1	229380383	229392557	TMEM78
chr1	160002257	160045038	KCNJ10
chr11	862357	920058	CHID1
chr5	140561893	140576111	PCDHB9
chr3	40542483	40565227	ZNF620
chr10	97884472	97970044	ZNF518A
chr1	43267723	43287954	SVBP
chr3	40513604	40536727	ZNF619
chr12	48572366	48584709	CCDC184
chr5	115172178	115254778	AP3S1
chr17	73309157	73406790	GRB2
chr1	197117810	197174672	ZBTB41
chr12	93794449	93841038	UBE2N
chr2	153569407	153622767	ARL6IP6
chr5	178482416	178515538	ZNF354C
chr12	18886045	18897121	CAPZA3
chr9	139740395	139760249	MAMDC4
chr16	90031206	90043942	CENPBD1
chr11	191738	205261	ODF3
chr11	162784	212428	BET1L
chr1	153958235	153969626	RPS27
chr11	202511	220113	RIC8A
chr15	75926426	75946047	IMP3
chr12	48536571	48579996	ASB8
chr9	139649086	139665707	LCN15
chr22	50963139	50976009	ODF3B
chr12	63947693	64067719	DPY19L2
chr9	90492741	90508814	SPATA31E1
chr2	54552171	54615879	C2orf73
chr5	94950782	94962846	GPR150
chr2	54475315	54488409	TSPYL6
chr22	24976588	24994175	LRRC75B
chr1	44674127	44691353	DMAP1
chr9	18468892	18915948	ADAMTSL1
chr6	116827809	116850955	FAM26E
chr3	49056758	49071841	IMPDH2
chr3	46705487	46740194	ALS2CL
chr3	158283952	158330041	MLF1
chr3	46866032	46880585	PRSS42
chr3	49052892	49065928	NDUFAF3
chr2	200770979	200825658	C2orf69
chr3	113542029	113671021	GRAMD1C
chr19	4319040	4347783	STAP2
chr3	183765835	183783459	HTR3C
chr19	19618227	19631838	TSSK6
chr1	149854440	149877351	BOLA1
chr1	144831157	145081186	PDE4DIP
chr11	108530752	108816657	DDX10
chr14	21571202	21589862	RP11-998D10.4
chr15	30839183	30859704	GOLGA8Q
chr8	67871334	67973839	PPP1R42
chr18	9097628	9139343	NDUFV2
chr17	21820297	21831499	FAM27L
chr3	49047921	49064726	DALRD3
chr19	48670575	48795865	ZNF114
chr4	10436498	10464034	ZNF518B
chr2	131508008	131530707	AMER3
chr5	147577357	147599700	SPINK6
chr5	71733479	71808554	ZNF366
chr4	17837822	18028499	LCORL
chr18	77910115	78010429	PARD6G
chr5	178363192	178398434	ZNF454
chr16	28852921	28890526	SH2B1
chr6	149763794	149811197	ZC3H12D
chr11	108337832	108374159	KDELC2
chr8	144984321	145055902	PLEC
chr10	82292658	82411316	SH2D4B
chr4	1045038	1112350	RNF212
chr16	31145246	31166415	PRSS36
chr19	57826877	57847144	ZNF543
chr6	44233203	44280243	TMEM151B
chr7	151717759	151824425	GALNT11
chr13	84446344	84461528	SLITRK1
chr9	138230095	138243408	C9orf62
chr22	23799273	23834167	AP000345.1
chr3	49039495	49058386	WDR6
chr16	11362144	11372452	PRM3
chr16	11356605	11368390	TNP2
chr8	7700398	7731389	SPAG11A
chr2	17930125	17971632	GEN1
chr19	2384769	2431237	TMPRSS9
chr11	77295436	77326400	AQP11
chr17	21095593	21122937	TMEM11
chr5	178281954	178320123	ZNF354B
chr18	77618668	77665184	KCNG2
chr4	42394856	42409504	SHISA3
chr11	6937205	6948264	OR2D3
chr10	5561924	5573225	CALML3
chr10	5535658	5546533	CALML5
chr7	1186707	1205395	ZFAND2A
chr2	208688027	208895284	PLEKHM3
chr19	44550520	44577144	ZNF223
chr5	63251183	63263334	HTR1A
chr1	223561715	223573812	CCDC185
chr7	6364040	6393612	FAM220A
chr12	49735700	49756309	DNAJC22
chr4	113429672	113442328	NEUROG2
chr17	76861992	76904299	CEP295NL
chr6	107381386	107441473	BEND3
chr18	77393928	77444745	RP11-567M16.3
chr6	116417012	116575660	NT5DC1
chr10	51727523	51746813	LINC00843
chr9	6527464	6650650	GLDC
chr12	50500762	50519240	COX14
chr21	29380682	29400552	LINC00314
chr8	67777984	67839283	MCMDC2
chr10	5430061	5451793	TUBAL3
chr3	49022319	49049587	P4HTM
chr10	5401972	5421169	UCN3
chr12	57993405	58008587	DTX3
chr17	40004797	40026684	KLHL11
chr4	71452973	71478005	AMBN
chr19	7984372	7996051	CTXN1
chr3	48889369	48941426	SLC25A20
chr8	61094906	61198971	CA8
chr2	204566198	204608635	CD28
chr2	212235446	213408565	ERBB4
chr16	79614740	79639611	MAF
chr1	9903334	9975394	CTNNBIP1
chr2	240979494	240990489	OR6B3
chr20	62891	82735	DEFB125
chr4	7427022	7441700	PSAPL1
chr2	241073446	241088979	OTOS
chr17	62111502	62213179	ERN1
chr2	241539848	241575676	GPR35
chr10	50882697	50923307	C10orf53
chr2	166321157	166550917	CSRNP3
chr7	55950169	56014918	ZNF713
chr8	145046321	145091940	PARP10
chr18	52249988	52271724	DYNAP
chr17	30259037	30333064	SUZ12
chr3	93776760	93852389	NSUN3
chr13	77449312	77465540	KCTD12
chr3	93761680	93787233	DHFRL1
chr8	145059226	145072583	GRINA
chr20	23021270	23035378	THBD
chr3	194110550	194124995	GP5
chr13	76440187	76462947	LMO7DN
chr15	75207132	75235509	COX5A
chr3	93728213	93752454	STX19
chr2	239062623	239082541	FAM132B
chr15	75187328	75204462	FAM219B
chr8	123788633	123991750	ZHX2
chr3	194055494	194077057	CPN2
chr16	89637176	89668654	CPNE7
chr5	147255289	147291101	C5orf46
chr17	72512313	72532613	CD300LB
chr11	76922603	77017732	GDPD4
chr1	151677909	151707281	RIIAD1
chr15	75177346	75196798	MPI
chr3	129257057	129275310	H1FOO
chr7	75019337	75045279	TRIM73
chr8	145101167	145123735	OPLAH
chr1	1844029	1855712	TMEM52
chr7	142972050	142990141	TMEM139
chr1	20135523	20146771	RNF186
chr17	45395656	45523678	EFCAB13
chr8	72748784	72761703	MSC
chr12	12873851	12987909	APOLD1
chr12	124452788	124805570	FAM101A
chr8	145128529	145140550	EXOSC4
chr19	32891449	32981801	DPY19L3
chr5	140693057	140705330	TAF7
chr3	44535462	44557128	ZNF852
chr9	100610536	100623986	FOXE1
chr17	8145936	8178809	PFAS
chr1	43911824	43924660	HYI
chr17	80395465	80413705	C17orf62
chr19	48299500	48327308	TPRX1
chr19	39274851	39287389	LGALS7B
chr19	58310209	58331281	ZNF552
chr4	838064	931161	GAK
chr19	4039362	4071943	ZBTB7A
chr16	28848732	28862729	TUFM
chr1	75028795	75144422	ERICH3
chr9	86590626	86623985	RMI1
chr17	8125191	8156362	CTC1
chr14	55733021	55833636	FBXO34
chr17	8118960	8132361	LINC00324
chr19	48276829	48292943	SEPW1
chr19	39104735	39132595	EIF3K
chr4	6704428	6716607	MRFAP1L1
chr5	53808589	53847415	SNX18
chr15	41469923	41527941	EXD1
chr17	8103056	8118918	AURKB
chr1	19161093	19191176	TAS1R2
chr14	60858187	60987261	C14orf39
chr4	6636818	6649472	MRFAP1
chr3	88193893	88222879	C3orf38
chr1	18802424	18817478	KLHDC7A
chr17	8071555	8084717	TMEM107
chr16	67213269	67229107	EXOC3L1
chr4	189007427	189035757	TRIML2
chr1	17728256	17771220	RCC2
chr9	107451660	107462766	OR13D1
chr11	18720852	18752777	IGSF22
chr9	132369504	132388055	C9orf50
chr4	188911925	188931204	ZFP42
chr19	35591873	35603141	CTD-2527I21.15
chr11	85389893	85402320	CCDC89
chr9	132078295	132092184	C9orf106
chr1	155107367	155118071	DPM3
chr12	103626369	103894749	C12orf42
chr8	145144930	145157428	CYC1
chr17	8038790	8064824	PER1
chr3	88034846	88047919	HTR1F
chr12	83075659	83533649	TMTC2
chr17	8018908	8032410	HES7
chr19	13028293	13049851	FARSA
chr11	18622948	18661338	SPTY2D1
chr10	23551124	23638774	C10orf67
chr19	39828036	39881350	SAMD4B
chr17	12448099	12551171	LINC00670
chr8	143986975	144004259	CYP11B2
chr7	150206918	150223161	GIMAP7
chr17	7994218	8027365	ALOXE3
chr15	74917899	74993633	EDC3
chr3	44374611	44455943	TCAIM
chr1	24166567	24199784	FUCA1
chr6	36353328	36415666	PXT1
chr19	38869905	38883722	GGN
chr1	12902261	12913578	HNRNPCL1
chr1	43730665	43744673	TMEM125
chr12	124451392	124504986	ZNF664
chr19	51744603	51777584	SIGLECL1
chr19	13044392	13060303	CALR
chr16	85311564	85324569	LINC00311
chr11	76087357	76130663	RP11-111M22.2
chr11	35960531	36258686	LDLRAD3
chr20	59822482	60520673	CDH4
chr12	14952584	14972116	SMCO3
chr19	13051669	13069456	RAD23A
chr2	29278842	29302127	C2orf71
chr19	13059972	13073050	GADD45GIP1
chr19	13070973	13090567	DAND5
chr11	66054341	66069135	TMEM151A
chr12	112851155	112952717	PTPN11
chr4	40746914	40817002	NSUN7
chr17	5670554	6032747	WSCD1
chr11	107794229	107839208	RAB39A
chr15	74885841	74937057	CLK3
chr6	32622244	32641160	HLA-DQB1
chr3	128193270	128217028	GATA2
chr15	74828518	74895472	ARID3B
chr14	105761900	105869484	PACS2
chr4	141440312	141479924	ELMOD2
chr8	22540172	22555815	EGR3
chr1	244612679	244809479	C1orf101
chr13	92045929	93524490	GPC5
chr1	1365241	1383262	VWA1
chr7	65836031	65871325	LINC00174
chr3	128176282	128191091	DNAJB8
chr17	642654	662239	GEMIN4
chr1	13177960	13189326	HNRNPCL4
chr11	35634735	35647419	FJX1
chr1	181200524	181212740	GM140
chr14	45388522	45516525	KLHL28
chr15	23805454	23878064	MKRN3
chr1	244209585	244225778	ZBTB18
chr7	142718245	142729282	OR9A2
chr14	45361498	45381460	C14orf28
chr17	7970954	7996021	ALOX12B
chr12	100745857	100820837	SLC17A8
chr15	44814455	44834121	EIF3J-AS1
chr8	145148536	145168027	SHARPIN
chr2	74719644	74735443	LBX2
chr11	6513490	6619988	DNHD1
chr1	23511993	23526222	HTR1D
chr7	127215672	127238665	GCC1
chr3	50311458	50330545	LSMEM2
chr16	2011824	2023976	RNF151
chr16	10966055	11031079	CIITA
chr16	88514725	88608424	ZFPM1
chr17	7937335	7957452	ALOX15B
chr17	17099309	17114629	PLD6
chr14	63774549	63790593	GPHB5
chr7	126073652	126898348	GRM8
chr17	71274763	71313314	CDC42EP4
chr12	55963199	55974128	OR2AP1
chr12	55939983	55951028	OR6C4
chr14	105261933	105276049	ZBTB42
chr13	44448420	44473068	LACC1
chr8	145154402	145167514	MAF1
chr14	21487268	21509435	TPPP2
chr1	159254504	159283014	FCER1A
chr17	45050523	45061614	RPRML
chr3	160389948	160401233	ARL14
chr18	61742243	61821264	LINC00305
chr12	55840998	55851936	OR6C2
chr8	145157629	145178218	WDR97
chr19	56454198	56504995	NLRP8
chr12	47468386	47635443	PCED1B
chr22	39373352	39393809	APOBEC3B
chr19	39688471	39699906	SYCN
chr16	34251507	34262278	CTD-2144E22.5
chr17	27272531	27389234	PIPOX
chr20	30427103	30438420	FOXS1
chr10	69985386	69996871	ATOH7
chr16	66395533	66443686	CDH5
chr3	26659297	26757267	LRRC3B
chr13	43350686	43370683	FAM216B
chr11	18189384	18200827	MRGPRX4
chr19	54364477	54384691	MYADM
